ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,key_resp_question3.started,text_recording1_3.stopped,sound1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,key_resp_question1.started,text_recording3.stopped,sound3.stopped,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,key_replay1.rt,key_replay1.duration,replay_count,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,NotModifiedSH,resources/new_sounds_not_modified/M3dish.wav,0.409302075267592,None,None,None,None,e,M,0,4,4,26,,,,,105.30884179996792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.29512050002813,105.30884179996792,105.80310599994846,0.5086519999895245,106.21874119993299,106.21874119993299,0.9250973000889644,106.71986359998118,107.53446979995351,e,1.2881805000361055,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
32,ModifiedT,resources/new_sounds_2/M2city.wav,0.658866213151928,None,None,None,None,r,M,0,5,5,8,,,,,107.55133339995518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.53581759997178,107.55133339995518,108.04881940002088,0.5136352999834344,108.69859029992949,108.71535750001203,1.1801795999053866,109.20053219993133,110.65724369999953,r,1.955980599974282,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
48,ModifiedT,resources/new_sounds_2/M3lottery.wav,0.649773242630385,None,None,None,None,r,M,0,6,6,24,,,,,110.67419539997354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.65921279997565,110.67419539997354,111.16685739997774,0.5086624000687152,111.81903599994257,111.81903599994257,1.161715600057505,112.31766289996449,113.41830499994103,e,1.5816800000611693,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
42,NotModifiedT,resources/new_sounds_not_modified/F4feat.wav,0.478604920503187,None,None,None,None,e,F,0,7,7,18,,,,,113.43493869993836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.41964300000109,113.43493869993836,113.93123530002777,0.5122494000243023,114.39744119998068,114.41427459998522,0.9953162999590859,114.89882489992306,117.63192019995768,e,3.227982599986717,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
35,NotModifiedSH,resources/new_sounds_not_modified/M7mosh.wav,0.618134342110551,None,None,None,None,e,M,0,8,8,11,,,,,117.64834069996141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.63337820000015,117.64834069996141,118.14677540003322,0.5141313000349328,118.76293730002362,118.76293730002362,,119.2643460999243,120.00184129993431,e,1.2249072999693453,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
37,ModifiedT,resources/new_sounds_2/F4lot.wav,0.449274376417234,None,None,None,None,r,F,0,9,9,13,,,,,120.01859089999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.00347779993899,120.01859089999925,120.51426359999459,0.5115537999663502,120.96537580003496,120.96537580003496,0.9634181999135762,121.46463990001939,122.75222559995018,r,1.7796295000007376,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
38,ModifiedT,resources/new_sounds_2/M7butter.wav,0.44172335600907,None,None,None,None,r,M,0,10,10,14,,,,,122.76778879994527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.7539377999492,122.76778879994527,123.26319059997331,0.5101606000680476,123.69932210003026,123.71600909996778,0.9629506999626756,124.19739129999653,125.46260690002237,r,1.7606676000868902,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
27,ModifiedSH,resources/new_sounds_2/M4flesh.wav,0.722767978649223,None,None,None,None,r,M,0,11,11,3,,,,,125.47890719992574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.46410230000038,125.47890719992574,125.97602990001906,0.5125996000133455,126.69257790001575,126.70958919997793,,127.19305809994694,127.79629939992446,r,1.09066929994151,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
31,NotModifiedT,resources/new_sounds_not_modified/F3footer.wav,0.573733808005514,None,None,None,None,e,F,0,12,12,7,,,,,127.8247710999567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.79789369995706,127.8247710999567,128.31225790001918,0.5151302999584004,128.89174779993482,128.91745219996665,1.0951733000110835,129.38037549995352,130.0134472999489,e,1.1105385998962447,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
39,ModifiedSH,resources/new_sounds_2/M7fresher.wav,0.497256235827664,None,None,None,None,r,M,0,13,13,15,,,,,130.0311575999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.01488050003536,130.0311575999949,130.5277360000182,0.513514699996449,131.0129763999721,131.02976579999086,1.0155345000093803,131.52828800003044,132.53001190000214,e,1.5003484999760985,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
53,NotModifiedSH,resources/new_sounds_not_modified/M6fresher.wav,0.558439616650624,None,None,None,None,e,M,0,14,14,29,,,,,132.54454869998153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.53148549993057,132.54454869998153,133.04107989999466,0.5102993999607861,133.59417179995216,133.6339816999389,1.1032255999743938,134.0927141000284,135.0813786999788,e,1.46867710002698,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
54,NotModifiedSH,resources/new_sounds_not_modified/F5thrasher.wav,0.585496600933162,None,None,None,None,e,F,0,15,15,30,,,,,135.0966026999522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.082827599952,135.0966026999522,135.59306600003038,0.5109083000570536,136.17493530001957,136.20335740002338,,136.67644730000757,139.35884809994604,r,3.1665979999816045,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
34,ModifiedSH,resources/new_sounds_2/M7mosh.wav,0.486031746031746,None,None,None,None,r,M,0,16,16,10,,,,,139.37467930000275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.3597824999597,139.37467930000275,139.87322549999226,0.5138690000167117,140.3564063999802,140.39492120000068,,140.8725376999937,141.77077970001847,e,1.4017968999687582,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
30,ModifiedT,resources/new_sounds_2/F3footer.wav,0.597777777777778,None,None,None,None,r,F,0,17,17,6,,,,,141.79346710001118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.77280369994696,141.79346710001118,142.2768135999795,0.5049225999973714,142.89019790000748,142.89019790000748,1.1191950000356883,143.37730139994528,143.9611401000293,e,1.0662317000096664,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
43,NotModifiedT,resources/new_sounds_not_modified/F2feat.wav,0.644364234737267,None,None,None,None,e,F,0,18,18,19,,,,,143.9802834999282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.96370029996615,143.9802834999282,144.4757363999961,0.5134848000016063,145.12176469992846,145.1535250999732,1.1603571000741795,145.60985599993728,147.02347180002835,e,1.8853377999039367,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
45,NotModifiedSH,resources/new_sounds_not_modified/F3mosh.wav,0.628649263052651,None,None,None,None,e,F,0,19,19,21,,,,,147.04009000002407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.02468829997815,147.04009000002407,147.53751890000422,0.5133989000460133,148.15711249993183,148.17307489993982,1.1489522000774741,148.65509130002465,151.17059270001482,e,3.0031794999958947,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
52,NotModifiedSH,resources/new_sounds_not_modified/M4swoosh.wav,0.736227123531279,None,None,None,None,e,M,0,20,20,28,,,,,151.185898500029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.17137659993023,151.185898500029,151.68592429999262,0.5149427000433207,152.419498299947,152.4355951999314,1.2646014000056311,152.91888709994964,153.52026230003685,r,1.0873870000941679,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
26,ModifiedSH,resources/new_sounds_2/F2fleshing.wav,0.620294784580499,None,None,None,None,r,F,0,21,21,2,,,,,153.53567949996796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.52101339993533,153.53567949996796,154.0352895000251,0.5146327000111341,154.6515698999865,154.66821229993366,1.1475508000003174,155.15142739994917,157.21874679997563,r,2.5540729999775067,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
36,NotModifiedT,resources/new_sounds_not_modified/F4lot.wav,0.386965569882676,None,None,None,None,e,F,0,22,22,12,,,,,157.2341889999807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.21944979997352,157.2341889999807,157.73383679997642,0.5147387000033632,158.11690739996266,158.15249459992629,,158.61684299993794,159.50130050000735,r,1.381812399951741,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
47,ModifiedT,resources/new_sounds_2/M6root.wav,0.557210884353742,None,None,None,None,r,M,0,23,23,23,,,,,159.5170943000121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.50208469992504,159.5170943000121,160.01635189994704,0.514634000021033,160.56606759992428,160.58284369995818,1.0811205999925733,161.06602599995676,161.91736520000268,r,1.3458094999659806,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
25,ModifiedSH,resources/new_sounds_2/F1swoosh.wav,0.770486715748874,None,None,None,None,r,F,0,24,24,1,,,,,161.93277079996187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.91813080001157,161.93277079996187,162.43228139996063,0.5145095000043511,163.19874959997833,163.21526870003436,,163.70044839999173,164.82422589999624,e,1.6198432999663055,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
41,ModifiedT,resources/new_sounds_2/F4utter.wav,0.53952380952381,None,None,None,None,r,F,0,25,25,17,,,,,164.839453099994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.82559869997203,164.839453099994,165.33286660001613,0.5079326999839395,165.86801440001,165.8968581999652,,166.3659416999435,167.83327990002,r,1.9582049999153242,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
46,NotModifiedT,resources/new_sounds_not_modified/M6pet.wav,0.506976177381986,None,None,None,None,e,M,0,26,26,22,,,,,167.8499368999619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.83424440003,167.8499368999619,168.34779609995894,0.5140212998958305,168.84693939995486,168.8638582000276,1.030070099979639,169.34691570000723,169.94884740002453,e,1.0957320999586955,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
28,ModifiedSH,resources/new_sounds_2/F3flushing.wav,0.687845804988662,None,None,None,None,r,F,0,27,27,4,,,,,169.96537500002887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.94975629996043,169.96537500002887,170.4630474000005,0.5137641000328586,171.14612049993593,171.16282019997016,1.2135006000753492,171.64620489999652,173.41422000003513,r,2.264366199960932,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
29,NotModifiedT,resources/new_sounds_2/M4getting.wav,0.612123590008089,None,None,None,None,e,M,0,28,28,5,,,,,173.43082419992425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4151281999657,173.43082419992425,173.92852379998658,0.5138309000758454,174.52824040001724,174.54495439992752,1.130267700063996,175.0283463000087,176.09667320002336,e,1.5631065999623388,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
40,ModifiedSH,resources/new_sounds_2/F5fresher.wav,0.567437641723356,None,None,None,None,r,F,0,29,29,16,,,,,176.11331389995757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.09764809999615,176.11331389995757,176.61173989996314,0.5145815999712795,177.1814540999476,177.19660649995785,,177.6772151000332,179.4628508000169,r,2.279282800038345,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
33,ModifiedT,resources/new_sounds_2/M7fatter.wav,0.644739229024943,None,None,None,None,r,M,0,30,30,9,,,,,179.4797199999448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.46383639995474,179.4797199999448,179.9764638999477,0.5130808999529108,180.6095000000205,180.62632039992604,1.1629356999183074,181.1095332999248,181.86183930002153,e,1.2461164999986067,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.86256399995182,181.8795727000106,181.8795727000106,187.20890329999384,space,5.321963499998674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.2089536000276,187.22608159994707,187.22608159994707,197.6214305999456,space,10.378928999998607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,001,2024-02-06_20h58.01.621,M2_experiment1,2023.2.3,59.99703615178415,2024-02-06 20h58.14.116831 +0100,
