ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,text_recording1_3.stopped,key_resp_question3.started,sound1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,sound3.stopped,key_resp_question1.started,text_recording3.stopped,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
47,ModifiedT,resources/new_sounds_2/M6root.wav,0.557210884353742,None,None,None,None,r,M,0,4,4,23,,,,,32.72275279997848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.70850539999083,32.72275279997848,33.22056639997754,0.5127265000483021,33.78719549998641,33.77034419996198,1.07935700006783,34.270484999986365,35.08996610005852,r,1.3049052000278607,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
44,ModifiedSH,resources/new_sounds_2/F2thrasher.wav,0.510249433106576,None,None,None,None,r,F,0,5,5,20,,,,,35.10591090004891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.09153370000422,35.10591090004891,35.605987500050105,0.5152904000133276,36.12027690000832,36.103537300019525,1.029522700002417,36.605222600046545,36.721419299952686,e,0.6069667999399826,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
24,NotModifiedT,resources/new_sounds_not_modified/F1party.wav,0.63399526438517,None,None,None,None,e,F,0,6,6,0,,,,,36.73930619994644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.72291160002351,36.73930619994644,37.23863589996472,0.516399799962528,37.90416679996997,37.871126499958336,1.1819277999456972,38.37289780005813,38.40485339995939,e,0.5310705000301823,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
26,ModifiedSH,resources/new_sounds_2/F2fleshing.wav,0.620294784580499,None,None,None,None,r,F,0,7,7,2,,,,,38.42389380000532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.40635279996786,38.42389380000532,38.921876700012945,0.5162942999741063,39.55734769999981,39.54040050006006,1.1517677999800071,40.038943400024436,40.93724030000158,r,1.3844414000632241,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
39,ModifiedSH,resources/new_sounds_2/M7fresher.wav,0.497256235827664,None,None,None,None,r,M,0,8,8,15,,,,,40.95593659998849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.93865140003618,40.95593659998849,41.45439400000032,0.5163980999495834,41.98021860001609,41.950491399969906,,42.43782300001476,43.1195806999458,r,1.1479896999662742,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
51,NotModifiedSH,resources/new_sounds_not_modified/M4mosh.wav,0.573267020202984,None,None,None,None,e,M,0,9,9,27,,,,,43.13808269996662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.120909000048414,43.13808269996662,43.63678059994709,0.5165159999160096,44.21888649999164,44.21888649999164,1.0993091999553144,44.70400949998293,44.97330780001357,e,0.7427483000792563,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
31,NotModifiedT,resources/new_sounds_not_modified/F3footer.wav,0.573733808005514,None,None,None,None,e,F,0,10,10,7,,,,,44.99016639997717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.974731800029986,44.99016639997717,45.4864385999972,0.5123895999277011,46.096839700010605,46.06593579996843,1.0925214999588206,46.55366600002162,46.708710900042206,e,0.6373348999768496,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
49,NotModifiedT,resources/new_sounds_not_modified/M2lot.wav,0.466575772426751,None,None,None,None,e,M,0,11,11,25,,,,,46.725223800051026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.71084099996369,46.725223800051026,47.21896299999207,0.508938500075601,47.68629159999546,47.68629159999546,0.9769532000645995,48.18884319998324,48.558064299984835,e,0.8617342000361532,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
48,ModifiedT,resources/new_sounds_2/M3lottery.wav,0.649773242630385,None,None,None,None,r,M,0,12,12,24,,,,,48.574776599998586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.55989969999064,48.574776599998586,49.068436500034295,0.5092770999763161,49.740870899986476,49.71665660000872,,50.21661550004501,50.2866491000168,e,0.5642661999445409,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
54,NotModifiedSH,resources/new_sounds_not_modified/F5thrasher.wav,0.585496600933162,None,None,None,None,e,F,0,13,13,30,,,,,50.3031781000318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.28764170000795,50.3031781000318,50.799582300009206,0.5124134999932721,51.41617470001802,51.38273630000185,,51.88288269995246,52.45100360002834,e,1.057632299955003,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
28,ModifiedSH,resources/new_sounds_2/F3flushing.wav,0.687845804988662,None,None,None,None,r,F,0,14,14,4,,,,,52.46743570000399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.45199480000883,52.46743570000399,52.965605700039305,0.5140480999834836,53.678672099951655,53.64862270001322,,54.149021700024605,54.65010850003455,r,0.9918497999897227,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
43,NotModifiedT,resources/new_sounds_not_modified/F2feat.wav,0.644364234737267,None,None,None,None,e,F,0,15,15,19,,,,,54.66669700003695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.651231099967845,54.66669700003695,55.16489110002294,0.5141697999788448,55.8145904999692,55.79789339995477,1.1638612999813631,56.29773740004748,56.36639280000236,e,0.5618358000647277,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
35,NotModifiedSH,resources/new_sounds_not_modified/M7mosh.wav,0.618134342110551,None,None,None,None,e,M,0,16,16,11,,,,,56.382810699986294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.367318699951284,56.382810699986294,56.88091349997558,0.5140307999681681,57.52885660005268,57.49741129996255,,57.997270600055344,58.583783800015226,e,1.0805113000096753,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
45,NotModifiedSH,resources/new_sounds_not_modified/F3mosh.wav,0.628649263052651,None,None,None,None,e,F,0,17,17,21,,,,,58.61107600003015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5849400999723,58.61107600003015,59.096787599963136,0.5124634000239894,59.729802899993956,59.71314120001625,1.1454810000723228,60.21312289999332,60.39850180002395,r,0.672031799913384,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
27,ModifiedSH,resources/new_sounds_2/M4flesh.wav,0.722767978649223,None,None,None,None,r,M,0,18,18,3,,,,,60.41497539996635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.39939919998869,60.41497539996635,60.912803199957125,0.5138345999876037,61.64587670005858,61.62924170005135,,62.129119500052184,62.5146746999817,r,0.8681650999933481,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
30,ModifiedT,resources/new_sounds_2/F3footer.wav,0.597777777777778,None,None,None,None,r,F,0,19,19,6,,,,,62.53063359996304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.51558470004238,62.53063359996304,63.02869099995587,0.5135527999373153,63.62852709996514,63.62852709996514,1.1138606999302283,64.12853330001235,65.07985450001433,e,1.4375799000263214,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
33,ModifiedT,resources/new_sounds_2/M7fatter.wav,0.644739229024943,None,None,None,None,r,M,0,20,20,9,,,,,65.09629190003034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.08076599997003,65.09629190003034,65.59466079995036,0.5143409000011161,66.2444811000023,66.22771700005978,1.1641541999997571,66.72762669995427,67.07925489998888,e,0.8402333999983966,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
41,ModifiedT,resources/new_sounds_2/F4utter.wav,0.53952380952381,None,None,None,None,r,F,0,21,21,17,,,,,67.09577360004187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.08016600005794,67.09577360004187,67.59397960000206,0.5142626999877393,68.14372279995587,68.1270454999758,1.064000399899669,68.62690070003737,69.2120018999558,r,1.0707913000369444,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
25,ModifiedSH,resources/new_sounds_2/F1swoosh.wav,0.770486715748874,None,None,None,None,r,F,0,22,22,1,,,,,69.22847490001004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.21290319995023,69.22847490001004,69.72668790002353,0.5142127000726759,70.50956999999471,70.49299659999087,,70.99286400002893,71.41128470003605,r,0.9056087000062689,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
40,ModifiedSH,resources/new_sounds_2/F5fresher.wav,0.567437641723356,None,None,None,None,r,F,0,23,23,16,,,,,71.42749250005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.41221380000934,71.42749250005,71.92572930001188,0.5139718999853358,72.4955811999971,72.4955811999971,,72.9921487000538,73.89369569998235,r,1.3877612999640405,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
50,NotModifiedSH,resources/new_sounds_not_modified/M3dish.wav,0.409302075267592,None,None,None,None,e,M,0,24,24,26,,,,,73.90982749999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.89461079996545,73.90982749999966,74.40824520005845,0.5140634999843314,74.82474399998318,74.80819939996582,0.9305753000080585,75.30797449999955,75.393361800001,e,0.5815436999546364,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
38,ModifiedT,resources/new_sounds_2/M7butter.wav,0.44172335600907,None,None,None,None,r,M,0,25,25,14,,,,,75.40982179995626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.39451530005317,75.40982179995626,75.9076598000247,0.5136559000238776,76.35759639996104,76.34098710003309,0.9635890999343246,76.84085329994559,76.95935020002071,r,0.6163254999555647,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
46,NotModifiedT,resources/new_sounds_not_modified/M6pet.wav,0.506976177381986,None,None,None,None,e,M,0,26,26,22,,,,,76.97550109995063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.96025290002581,76.97550109995063,77.47385619999841,0.5140414000488818,77.9903331999667,77.97368429997005,1.0305328000104055,78.47380739997607,78.60868720000144,e,0.622780799982138,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
32,ModifiedT,resources/new_sounds_2/M2city.wav,0.658866213151928,None,None,None,None,r,M,0,27,27,8,,,,,78.62539729999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.60959829995409,78.62539729999844,79.12330920004752,0.5141368000768125,79.79000110004563,79.77310580003541,1.1808291000779718,80.2727774999803,80.42442119994666,e,0.6423820001073182,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
34,ModifiedSH,resources/new_sounds_2/M7mosh.wav,0.486031746031746,None,None,None,None,r,M,0,28,28,10,,,,,80.44017279997934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.42518530006055,80.44017279997934,80.93916940002237,0.5143495000666007,81.43904650001787,81.42241009999998,1.0142243000445887,81.92448929999955,82.20916259998921,e,0.7666856000432745,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
29,NotModifiedT,resources/new_sounds_2/M4getting.wav,0.612123590008089,None,None,None,None,e,M,0,29,29,5,,,,,82.22634199995082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.21065849997103,82.22634199995082,82.72359079995658,0.5136407000245526,83.35333900002297,83.326444300008,1.1433827000437304,83.82382890000008,84.39648160000797,r,1.0524941999465227,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
37,ModifiedT,resources/new_sounds_2/F4lot.wav,0.449274376417234,None,None,None,None,r,F,0,30,30,13,,,,,84.41266609996092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.39895459997933,84.41266609996092,84.90668310003821,0.508560600108467,85.39144879998639,85.35504789999686,0.957675600075163,85.85614839999471,86.72206940001342,e,1.3538281000219285,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7226335000014,86.73842549999245,86.73842549999245,89.45433380000759,space,2.7097276999847963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.45437599997967,89.47062979999464,89.47062979999464,90.5205646000104,space,1.0458492999896407,None,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
4,ModifiedT,resources/new_sounds_not_modified/M4mat.wav,0.4451593985921889,resources/new_sounds_2/M3mat.wav,0.494308390022676,resources/new_sounds_not_modified/M2mash.wav,0.7358947371573947,1,M,,,,,0,0,0,3,90.56734810001217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.550749200047,90.56734810001217,91.03577169997152,0.515266300062649,91.48576429998502,0.965258700074628,91.9721268999856,91.96943715999369,92.48594679997768,92.48594679997768,92.97170150000602,92.9690808599582,93.72073990001809,93.72073990001809,93.73707929998636,94.20555610000156,95.84185970004182,t,2.1093447000021115,None,None,0,,,,Ellie,001,2024-02-06_21h04.59.546,M2_experiment1,2023.2.3,60.00855722953251,2024-02-06 21h05.10.785483 +0100,
