ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,key_resp_question3.started,text_recording1_3.stopped,sound1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,text_recording3.stopped,key_resp_question1.started,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,sound3.stopped,key_replay1.rt,key_replay1.duration,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
24,NotModifiedT,resources/new_sounds_not_modified/F1party.wav,0.63399526438517,None,None,None,None,e,F,0,7,7,0,,,,,65.9418166000396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9185407999903,65.9418166000396,66.43219720001798,0.5141209999565035,67.06530480005313,67.09561600000598,1.1476654999423772,67.56506419996731,67.56701769994106,e,0.4888517000945285,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
54,NotModifiedSH,resources/new_sounds_not_modified/F5thrasher.wav,0.585496600933162,None,None,None,None,e,F,0,8,8,30,,,,,67.59414780000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.56803219998255,67.59414780000225,68.08160240005236,0.5140265999361873,68.6648488000501,68.69701699994039,,69.16447409999091,69.4999326999532,r,0.8256259000627324,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
45,NotModifiedSH,resources/new_sounds_not_modified/F3mosh.wav,0.628649263052651,None,None,None,None,e,F,0,9,9,21,,,,,69.52771269995719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.50140549999196,69.52771269995719,70.01423349999823,0.5135524000506848,70.63078789995052,70.66841439995915,1.1677348000230268,71.13057719997596,71.46601830003783,e,0.8266516999574378,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
42,NotModifiedT,resources/new_sounds_not_modified/F4feat.wav,0.478604920503187,None,None,None,None,e,F,0,10,10,18,,,,,71.49399850005284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4670216999948,71.49399850005284,71.98023740004282,0.5136812999844551,72.44694669998717,72.46351389994379,0.9969792999327183,,72.84843859996181,e,0.38573690003249794,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
37,ModifiedT,resources/new_sounds_2/F4lot.wav,0.449274376417234,None,None,None,None,r,F,0,11,11,13,,,,,72.87339820002671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.849353000056,72.87339820002671,73.36310700001195,0.5142065000254661,73.81314400001429,73.81314400001429,0.9647557000862435,74.31278529996052,74.56471539998893,e,0.738896100083366,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
28,ModifiedSH,resources/new_sounds_2/F3flushing.wav,0.687845804988662,None,None,None,None,r,F,0,12,12,4,,,,,74.59289500000887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.56569419999141,74.59289500000887,75.07921899994835,0.5139933000318706,75.76239339995664,75.77904059994034,1.213817499927245,76.26207069994416,77.2472205000231,r,1.4751010000472888,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
26,ModifiedSH,resources/new_sounds_2/F2fleshing.wav,0.620294784580499,None,None,None,None,r,F,0,13,13,2,,,,,77.27437530003954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.24819910002407,77.27437530003954,77.76166690001264,0.5139255000976846,78.37812550005037,78.39485449995846,1.1471075000008568,78.87783200002741,78.94678909995127,e,0.5573975999141112,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
41,ModifiedT,resources/new_sounds_2/F4utter.wav,0.53952380952381,None,None,None,None,r,F,0,14,14,17,,,,,78.97147580003366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.94776430004276,78.97147580003366,79.46116920001805,0.5138655999908224,79.99397189996671,80.01063060003798,1.0633025000570342,,80.39744610001799,e,0.38578350003808737,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
46,NotModifiedT,resources/new_sounds_not_modified/M6pet.wav,0.506976177381986,None,None,None,None,e,M,0,15,15,22,,,,,80.43080880003981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.39900870004203,80.43080880003981,80.91154500003904,0.513298699981533,81.41201139998157,81.42815429996699,1.0299047000007704,81.91180680005345,83.4130945999641,e,1.9922321999911219,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
53,NotModifiedSH,resources/new_sounds_not_modified/M6fresher.wav,0.558439616650624,None,None,None,None,e,M,0,16,16,29,,,,,83.44629380002152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.41451479995158,83.44629380002152,83.92928050004411,0.5155235000420362,84.47615700005554,84.49298410001211,1.079136100015603,84.97590790002141,85.63259399996605,e,1.1440101000480354,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
48,ModifiedT,resources/new_sounds_2/M3lottery.wav,0.649773242630385,None,None,None,None,r,M,0,17,17,24,,,,,85.66650020005181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.63412039994728,85.66650020005181,86.14302509999834,0.5096147999865934,86.79300059995148,86.79300059995148,1.160333100007847,87.29332699999213,87.65061180002522,e,0.8376760999672115,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
34,ModifiedSH,resources/new_sounds_2/M7mosh.wav,0.486031746031746,None,None,None,None,r,M,0,18,18,10,,,,,87.68540940003004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.65283829998225,87.68540940003004,88.15885170002002,0.5069853999884799,88.64280779997353,88.65905370004475,1.007194499950856,89.14277919998858,89.52945369994268,e,0.879137400072068,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
33,ModifiedT,resources/new_sounds_2/M7fatter.wav,0.644739229024943,None,None,None,None,r,M,0,19,19,9,,,,,89.56301649997476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.53098150005098,89.56301649997476,90.04163039999548,0.5113561000907794,90.67821120005101,90.69392140000127,1.16364720009733,91.17532170005143,91.52748199994676,r,0.8456740999827161,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
44,ModifiedSH,resources/new_sounds_2/F2thrasher.wav,0.510249433106576,None,None,None,None,r,F,0,20,20,20,,,,,91.56356529996265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5290053000208,91.56356529996265,92.04142420005519,0.5131277000764385,92.5407468000194,92.55756190000102,1.0292573000770062,93.0415521999821,93.32955759996548,e,0.7721548000117764,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
25,ModifiedSH,resources/new_sounds_2/F1swoosh.wav,0.770486715748874,None,None,None,None,r,F,0,21,21,1,,,,,93.36269820004236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3311194999842,93.36269820004236,93.8400157999713,0.5096282000886276,94.60875749995466,94.62473819998559,,95.10789850004949,95.48164689994883,e,0.8543418000917882,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
51,NotModifiedSH,resources/new_sounds_not_modified/M4mosh.wav,0.573267020202984,None,None,None,None,e,M,0,22,22,27,,,,,95.51394470001105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.48384070000611,95.51394470001105,95.98967399995308,0.5066771999699995,96.55902249994688,96.59414850000758,1.1111840000376105,97.05680180003401,97.49106659996323,e,0.9248942999402061,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
47,ModifiedT,resources/new_sounds_2/M6root.wav,0.557210884353742,None,None,None,None,r,M,0,23,23,23,,,,,97.5247010999592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.49262509995606,97.5247010999592,98.00621190003585,0.5143174000550061,98.5563510999782,98.57229110004846,1.0803874999983236,99.0546377999708,99.47347179998178,e,0.9127348000183702,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
31,NotModifiedT,resources/new_sounds_not_modified/F3footer.wav,0.573733808005514,None,None,None,None,e,F,0,24,24,7,,,,,99.5055083000334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.47452359995805,99.5055083000334,99.98753849999048,0.513514899997972,100.55420769995544,100.57083600002807,1.096798999933526,101.06162399996538,101.3220284000272,r,0.759922800003551,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
49,NotModifiedT,resources/new_sounds_not_modified/M2lot.wav,0.466575772426751,None,None,None,None,e,M,0,25,25,25,,,,,101.3535450999625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.32298950001132,101.3535450999625,101.83801119995769,0.515548299998045,102.3039619999472,102.3039619999472,0.9822352998889983,102.80513810005505,103.1437199000502,e,0.8353490000590682,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
32,ModifiedT,resources/new_sounds_2/M2city.wav,0.658866213151928,None,None,None,None,r,M,0,26,26,8,,,,,103.17741100001149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.14545660000294,103.17741100001149,103.65408330003265,0.5095296000363305,104.30287569994107,104.31933690002188,1.1747349000070244,104.81924740003888,105.02103509998415,e,0.7024652999825776,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
52,NotModifiedSH,resources/new_sounds_not_modified/M4swoosh.wav,0.736227123531279,None,None,None,None,e,M,0,27,27,28,,,,,105.04618239996489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.02203140000347,105.04618239996489,105.53563159995247,0.514056000043638,106.26874790003058,106.28534679999575,1.2637683000648394,,106.63738249999005,e,0.3615364000434056,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
29,NotModifiedT,resources/new_sounds_2/M4getting.wav,0.612123590008089,None,None,None,None,e,M,0,28,28,5,,,,,106.66278919996694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.63837389997207,106.66278919996694,107.15171530004591,0.5138024999760091,107.75148480001371,107.7682715000119,1.1303550000302494,108.2512732000323,108.66982559999451,e,0.9063898000167683,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
39,ModifiedSH,resources/new_sounds_2/M7fresher.wav,0.497256235827664,None,None,None,None,r,M,0,29,29,15,,,,,108.69938010000624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.67080770002212,108.69938010000624,109.18482409999706,0.5145244000013918,109.66948599996977,109.68507709994446,1.0147780000697821,110.16852389997803,110.41995799995493,r,0.7402275999775156,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
40,ModifiedSH,resources/new_sounds_2/F5fresher.wav,0.567437641723356,None,None,None,None,r,F,0,30,30,16,,,,,110.45160379994195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.42134520004038,110.45160379994195,110.93439850001596,0.513708799961023,111.50561009999365,111.50561009999365,,112.00113959994633,112.6912879999727,r,1.1713617999339476,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.69280349998735,112.70860240003094,112.70860240003094,120.23179780005012,space,7.509102800046094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.23184869997203,120.24752380000427,120.24752380000427,128.01898880000226,space,7.7592434999533,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninoshkka,001,2024-02-29_15h54.16.260,M2_experiment1,2023.2.3,60.07514200028877,2024-02-29 15h54.40.388407 +0100,
