ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,text_recording1_3.stopped,sound1_3.stopped,key_resp_question3.started,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,text_recording3.stopped,sound3.stopped,key_resp_question1.started,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,ModifiedSH,resources/new_sounds_2/F5fresher.wav,0.567437641723356,None,None,None,None,r,F,0,4,4,16,,,,,40.08546600001864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.071141400025226,40.08546600001864,40.57820710004307,0.5078551999758929,41.16092529997695,,41.16092529997695,41.64601619995665,42.05048380000517,e,0.8708279000129551,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
51,NotModifiedSH,resources/new_sounds_not_modified/M4mosh.wav,0.573267020202984,None,None,None,None,e,M,0,5,5,27,,,,,42.06681650003884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.05258540005889,42.06681650003884,42.560792200034484,0.5090706000337377,43.14207279996481,1.0902953000040725,43.12546490004752,43.62590560002718,44.20756510004867,e,1.0567435000557452,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
28,ModifiedSH,resources/new_sounds_2/F3flushing.wav,0.687845804988662,None,None,None,None,r,F,0,6,6,4,,,,,44.22492329997476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.20858059998136,44.22492329997476,44.7083104000194,0.500216200016439,45.40790850005578,1.2003260999917984,45.40790850005578,45.90843119996134,46.34423990000505,e,0.9246046000625938,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
24,NotModifiedT,resources/new_sounds_not_modified/F1party.wav,0.63399526438517,None,None,None,None,e,F,0,7,7,0,,,,,46.360957400058396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.345269500045106,46.360957400058396,46.85730639996473,0.5125286000547931,47.49082880001515,1.1466238000430167,47.49082880001515,,47.89258920005523,e,0.39803329994902015,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
49,NotModifiedT,resources/new_sounds_not_modified/M2lot.wav,0.466575772426751,None,None,None,None,e,M,0,8,8,25,,,,,47.90940859995317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.89356959995348,47.90940859995317,48.40722359996289,0.5141733000054955,48.87339239998255,0.9808468000264838,48.87339239998255,49.37422630004585,50.778334800037555,e,1.8886525999987498,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
47,ModifiedT,resources/new_sounds_2/M6root.wav,0.557210884353742,None,None,None,None,r,M,0,9,9,23,,,,,50.79304979997687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.77934380003717,50.79304979997687,51.28941710002255,0.5105482999933884,51.85563710005954,1.0767695000395179,51.83900350006297,52.34373429999687,52.61490919999778,r,0.7487872000783682,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
32,ModifiedT,resources/new_sounds_2/M2city.wav,0.658866213151928,None,None,None,None,r,M,0,10,10,8,,,,,52.63387130002957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.61754809995182,52.63387130002957,53.12663369998336,0.5102127999998629,53.792099399957806,1.1756174999754876,53.77592559996992,54.2894382000668,54.528170000063255,e,0.7451063999906182,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
46,NotModifiedT,resources/new_sounds_not_modified/M6pet.wav,0.506976177381986,None,None,None,None,e,M,0,11,11,22,,,,,54.54423380002845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.53040379995946,54.54423380002845,55.03977799997665,0.5104823999572545,55.55486340005882,1.0255631000036374,55.53868430003058,56.03868090000469,56.670423300005496,e,1.1091883999761194,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
43,NotModifiedT,resources/new_sounds_not_modified/F2feat.wav,0.644364234737267,None,None,None,None,e,F,0,12,12,19,,,,,56.68833589996211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6716344000306,56.68833589996211,57.17155900003854,0.5005023999838158,57.821721800020896,1.1512915999628603,57.821721800020896,58.32137230003718,59.3073216000339,r,1.468968200031668,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
45,NotModifiedSH,resources/new_sounds_not_modified/F3mosh.wav,0.628649263052651,None,None,None,None,e,F,0,13,13,21,,,,,59.33419850002974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3085309000453,59.33419850002974,59.82041080005001,0.5124447999987751,60.45283500000369,1.1448297000024468,60.436036200029776,60.93834700004663,61.064145499956794,e,0.6117716999724507,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
26,ModifiedSH,resources/new_sounds_2/F2fleshing.wav,0.620294784580499,None,None,None,None,r,F,0,14,14,2,,,,,61.07983369997237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.06634630006738,61.07983369997237,61.57052469998598,0.5049107000231743,62.20372580003459,1.1381094000535086,62.186865300056525,62.687518700025976,63.026405600016005,e,0.8247489000204951,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
35,NotModifiedSH,resources/new_sounds_not_modified/M7mosh.wav,0.618134342110551,None,None,None,None,e,M,0,15,15,11,,,,,63.041899999952875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0281854000641,63.041899999952875,63.53640580002684,0.5089365999447182,64.1890014000237,,64.15318080002908,64.65354850003496,65.06242179998662,e,0.8901575999334455,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
25,ModifiedSH,resources/new_sounds_2/F1swoosh.wav,0.770486715748874,None,None,None,None,r,F,0,16,16,1,,,,,65.07846850005444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.06431889999658,65.07846850005444,65.56904269999359,0.505509200040251,66.354186499957,,66.33759769995231,66.836660400033,66.97371269995347,r,0.6174167999997735,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
34,ModifiedSH,resources/new_sounds_2/M7mosh.wav,0.486031746031746,None,None,None,None,r,M,0,17,17,10,,,,,66.9899102000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.97582439996768,66.9899102000054,67.4855064000003,0.510762199992314,67.9841776000103,1.0101234000176191,67.9841776000103,68.46895190002397,68.69063179998193,e,0.6889971999917179,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
41,ModifiedT,resources/new_sounds_2/F4utter.wav,0.53952380952381,None,None,None,None,r,F,0,18,18,17,,,,,68.70583220000844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.69244240003172,68.70583220000844,69.20160400005989,0.5101398999104276,69.75169419997837,1.0602385000092909,69.73519959999248,70.2351345999632,70.96803870005533,e,1.2278549000620842,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
30,ModifiedT,resources/new_sounds_2/F3footer.wav,0.597777777777778,None,None,None,None,r,F,0,19,19,6,,,,,70.98439999995753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.96893099998124,70.98439999995753,71.48233789997175,0.5138373000081629,72.08222630003002,1.1137388000497594,72.06551360001322,72.5664271999849,73.26694700005464,e,1.1932967000175267,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
39,ModifiedSH,resources/new_sounds_2/M7fresher.wav,0.497256235827664,None,None,None,None,r,M,0,20,20,15,,,,,73.283265999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.26788379997015,73.283265999984,73.78166510001756,0.5142469999846071,74.28148610005155,1.0140719000482932,74.26481039996725,74.76473479997367,75.10147340002004,r,0.83277870004531,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
36,NotModifiedT,resources/new_sounds_not_modified/F4lot.wav,0.386965569882676,None,None,None,None,e,F,0,21,21,12,,,,,75.11797140003182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.10244120005518,75.11797140003182,75.6145335000474,0.5125300999497995,76.0142856000457,0.9122808000538498,75.99777100002393,76.49771050002892,76.74868289998267,r,0.7466343999840319,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
53,NotModifiedSH,resources/new_sounds_not_modified/M6fresher.wav,0.558439616650624,None,None,None,None,e,M,0,22,22,29,,,,,76.76432600000408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.74945530004334,76.76432600000408,77.26355579996016,0.5144665000261739,77.83025620004628,1.08116250007879,77.81344749999698,78.31579260004219,78.65450780000538,e,0.8366115000098944,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
48,ModifiedT,resources/new_sounds_2/M3lottery.wav,0.649773242630385,None,None,None,None,r,M,0,23,23,24,,,,,78.67116080003325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.65668979997281,78.67116080003325,79.16442759998608,0.508517999900505,79.81655980006326,1.1616965999128297,79.81655980006326,80.31484780006576,80.78010660002474,r,0.9524189000949264,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
54,NotModifiedSH,resources/new_sounds_not_modified/F5thrasher.wav,0.585496600933162,None,None,None,None,e,F,0,24,24,30,,,,,80.79899609996937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.78151840006467,80.79899609996937,81.29746839997824,0.5166165999835357,81.89807730005123,1.1172245000489056,81.87993499997538,,82.33178380003665,e,0.4415732999332249,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
27,ModifiedSH,resources/new_sounds_2/M4flesh.wav,0.722767978649223,None,None,None,None,r,M,0,25,25,3,,,,,82.34906779997982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.33311889995821,82.34906779997982,82.84689729998354,0.5144133999710903,83.58034270000644,,83.56411010003649,84.06528009998146,84.2019570999546,r,0.6346527999266982,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
31,NotModifiedT,resources/new_sounds_not_modified/F3footer.wav,0.573733808005514,None,None,None,None,e,F,0,26,26,7,,,,,84.21846660005394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.20426639996003,84.21846660005394,84.71270759997424,0.5095459999283776,85.31151300005149,1.1083416999317706,85.28158299997449,85.77918579999823,85.9157718999777,e,0.6301225000061095,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
50,NotModifiedSH,resources/new_sounds_not_modified/M3dish.wav,0.409302075267592,None,None,None,None,e,M,0,27,27,26,,,,,85.9318066999549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.917174500064,85.9318066999549,86.42869690002408,0.5122254999587312,86.84225570003036,0.9257449000142515,86.82540550001431,87.32609490002505,87.69539959996473,r,0.8530001000035554,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
52,NotModifiedSH,resources/new_sounds_not_modified/M4swoosh.wav,0.736227123531279,None,None,None,None,e,M,0,28,28,28,,,,,87.71121159999166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.69681250001304,87.71121159999166,88.2097439999925,0.5136344999773428,88.9580972000258,1.2619930999353528,88.9426933999639,89.44101710000541,89.52719180006534,r,0.5710354000329971,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
33,ModifiedT,resources/new_sounds_2/M7fatter.wav,0.644739229024943,None,None,None,None,r,M,0,29,29,9,,,,,89.54342999996152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.528629599954,89.54342999996152,90.04092130006757,0.5129575999453664,90.69081649999134,1.1628529999870807,90.6739870000165,91.17425799998455,91.31065720005427,e,0.6320995000423864,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
44,ModifiedSH,resources/new_sounds_2/F2thrasher.wav,0.510249433106576,None,None,None,None,r,F,0,30,30,20,,,,,91.32811410003342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.31252619996667,91.32811410003342,91.8235977999866,0.5118517999071628,92.34020500001498,1.0284547000192106,92.32339410006534,92.8235188999679,93.22599519998766,e,0.8926792999263853,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.22702610003762,93.24300859996583,93.24300859996583,101.40595759998541,space,8.147314499947242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.40600149997044,101.42167309997603,101.42167309997603,111.71910390001722,space,10.284502599970438,None,,,,,,,,,,,,,,,,,,,,,,,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
10,ModifiedT,resources/new_sounds_not_modified/M2fit.wav,0.423218058079414,resources/new_sounds_not_modified/M5fish.wav,0.451129071842058,resources/new_sounds_2/M4fit.wav,0.597210884353741,1,M,,,,,0,0,0,9,111.76549340004567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.74956410005689,111.76549340004567,112.22093069995753,0.501938599976711,112.65505000005942,0.9360528999241069,113.1544458999997,113.15203819004819,113.62220149999484,113.62220149999484,114.10445750004146,114.10177288996056,114.71953620004933,114.71953620004933,114.71953620004933,115.20495899999514,122.81694900000002,e,8.082565999939106,None,None,0,,,,Bow,001,2024-02-06_20h31.09.911,M2_experiment1,2023.2.3,59.929618650170134,2024-02-06 20h31.24.243387 +0100,
