ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,key_resp_question3.started,text_recording1_3.stopped,sound1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,key_resp_question1.started,text_recording3.stopped,sound3.stopped,text_question1.started,sound1.stopped,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,key_replay1.rt,key_replay1.duration,replay_count,Bye.started,text_6.started,text_6.stopped,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
24,NotModifiedT,resources/new_sounds_not_modified/F1party.wav,0.63399526438517,None,None,None,None,e,F,0,5,5,0,,,,,46.94431359996088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.929242599988356,46.94431359996088,47.44347850000486,0.5146268999669701,48.076467699953355,48.076467699953355,1.1643478999612853,48.57633770001121,55.892048500012606,r,7.80775130004622,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
54,NotModifiedSH,resources/new_sounds_not_modified/F5thrasher.wav,0.585496600933162,None,None,None,None,e,F,0,6,6,30,,,,,55.90777839999646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.892832400044426,55.90777839999646,56.409419400035404,0.517010800074786,56.98876029998064,57.00757010001689,1.1151826999848709,57.49353139998857,61.30770320002921,e,4.316281200037338,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
29,NotModifiedT,resources/new_sounds_2/M4getting.wav,0.612123590008089,None,None,None,None,e,M,0,7,7,5,,,,,61.324370600050315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.30864139995538,61.324370600050315,61.82202520000283,0.5138543000211939,62.42189670004882,62.43845719995443,1.130276000010781,62.921959699946456,66.44236300000921,r,4.004653100040741,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
41,ModifiedT,resources/new_sounds_2/F4utter.wav,0.53952380952381,None,None,None,None,r,F,0,8,8,17,,,,,66.46774750004988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.44359959999565,66.46774750004988,66.95557320001535,0.5126132000004873,67.48887110000942,67.50581889995374,1.0628199999919161,67.98678200005088,68.93693680001888,e,1.4357013000408188,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
44,ModifiedSH,resources/new_sounds_2/F2thrasher.wav,0.510249433106576,None,None,None,None,r,F,0,9,9,20,,,,,68.95314869994763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9377868999727,68.95314869994763,69.43808870005887,0.5007448999676853,69.95432939997409,69.95432939997409,1.0177358000073582,70.45576729997993,71.24533299996983,e,1.2730986999813467,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
47,ModifiedT,resources/new_sounds_2/M6root.wav,0.557210884353742,None,None,None,None,r,M,0,10,10,23,,,,,71.2614475999726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.24710529996082,71.2614475999726,71.75399080000352,0.5077029999811202,72.31679479999002,72.35013389994856,1.0713070000056177,72.80523850000463,74.40117730002385,e,2.074380900012329,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
53,NotModifiedSH,resources/new_sounds_not_modified/M6fresher.wav,0.558439616650624,None,None,None,None,e,M,0,11,11,29,,,,,74.41620069998316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4021875000326,74.41620069998316,74.91631899995264,0.5146211000392213,75.46669429994654,75.5050104999682,1.1033082000212744,75.96698689996265,77.38533049996477,e,1.9083527999464422,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
38,ModifiedT,resources/new_sounds_2/M7butter.wav,0.44172335600907,None,None,None,None,r,M,0,12,12,14,,,,,77.4011077999603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.38614550000057,77.4011077999603,77.90061360003892,0.5149564000312239,78.33324189996347,78.34987260005437,0.9642009999370202,78.83321870001964,80.58575450000353,e,2.236320100026205,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
36,NotModifiedT,resources/new_sounds_not_modified/F4lot.wav,0.386965569882676,None,None,None,None,e,F,0,13,13,12,,,,,80.60214329999872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.58675450005103,80.60214329999872,81.09884310001507,0.5125709999119863,81.4821145000169,81.5154576000059,,81.98204789997544,84.50104230002034,r,3.009320000070147,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
42,NotModifiedT,resources/new_sounds_not_modified/F4feat.wav,0.478604920503187,None,None,None,None,e,F,0,14,14,18,,,,,84.51802099996712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5020591999637,84.51802099996712,85.01427180005703,0.512689600000158,85.48082860000432,85.49749650002923,0.9958996999775991,85.981004799949,89.14939110004343,r,3.6585251999786124,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
32,ModifiedT,resources/new_sounds_2/M2city.wav,0.658866213151928,None,None,None,None,r,M,0,15,15,8,,,,,89.16631480003707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1504337999504,89.16631480003707,89.66273079998791,0.5128515000687912,90.31250839994755,90.32911759999115,1.1792071000672877,90.81333050003741,91.48069350002334,r,1.1491839999798685,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
40,ModifiedSH,resources/new_sounds_2/F5fresher.wav,0.567437641723356,None,None,None,None,r,F,0,16,16,16,,,,,91.4968605999602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48168740002438,91.4968605999602,91.99577399995178,0.5146003999980167,92.56529169995338,92.58043540001381,,93.0618373999605,93.54446040000767,e,0.9773765000281855,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
26,ModifiedSH,resources/new_sounds_2/F2fleshing.wav,0.620294784580499,None,None,None,None,r,F,0,17,17,2,,,,,93.56197190005332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5454770999495,93.56197190005332,94.0443492999766,0.49933909997344017,94.67739349999465,94.67739349999465,1.1328130000038072,95.17740990000311,98.39439250004943,e,3.713539500022307,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
35,NotModifiedSH,resources/new_sounds_not_modified/M7mosh.wav,0.618134342110551,None,None,None,None,e,M,0,18,18,11,,,,,98.41009450005367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.39516209997237,98.41009450005367,98.91100690001622,0.5162763999542221,99.51297939999495,99.52972590003628,1.1349676999961957,100.02789499994833,101.21198320004623,r,1.6900019999593496,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
34,ModifiedSH,resources/new_sounds_2/M7mosh.wav,0.486031746031746,None,None,None,None,r,M,0,19,19,10,,,,,101.22923219995573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.21339839999564,101.22923219995573,101.72509249998257,0.5123022000771016,102.20849490002729,102.22502300003543,1.012229699990712,102.7080870999489,104.5924975000089,r,2.3745279000140727,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
28,ModifiedSH,resources/new_sounds_2/F3flushing.wav,0.687845804988662,None,None,None,None,r,F,0,20,20,4,,,,,104.60829340002965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.59332810004707,104.60829340002965,105.10734049999155,0.5144054999109358,105.79046569997445,105.80714469996747,1.2142066999804229,106.29038869997021,107.20816829998512,e,1.404655099962838,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
37,ModifiedT,resources/new_sounds_2/F4lot.wav,0.449274376417234,None,None,None,None,r,F,0,21,21,13,,,,,107.2240059999749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.20901460002642,107.2240059999749,107.72309670003597,0.5144980000331998,108.17294810002204,108.17294810002204,0.9647948000347242,108.67274089995772,110.92364489997271,e,2.7366249000187963,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
39,ModifiedSH,resources/new_sounds_2/M7fresher.wav,0.497256235827664,None,None,None,None,r,M,0,22,22,15,,,,,110.9394754000241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.92447990004439,110.9394754000241,111.44145699997898,0.5174583999905735,111.9370744000189,111.97586929996032,1.051868199952878,112.42658209998626,113.01897079998162,e,1.0781877000117674,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
46,NotModifiedT,resources/new_sounds_not_modified/M6pet.wav,0.506976177381986,None,None,None,None,e,M,0,23,23,22,,,,,113.0360098000383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.02082189999055,113.0360098000383,113.52395439997781,0.5040710000321269,114.03875049995258,114.03875049995258,1.019715299946256,114.54233359999489,115.4075174999889,e,1.3596808000002056,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
25,ModifiedSH,resources/new_sounds_2/F1swoosh.wav,0.770486715748874,None,None,None,None,r,F,0,24,24,1,,,,,115.43500749999657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.4086030999897,115.43500749999657,115.92068250000011,0.5126254999777302,116.6870562999975,116.70451900002081,,117.1875149999978,119.27060499996878,e,2.5693307000910863,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
48,ModifiedT,resources/new_sounds_2/M3lottery.wav,0.649773242630385,None,None,None,None,r,M,0,25,25,24,,,,,119.28635159996338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.2713818999473,119.28635159996338,119.78740719996858,0.5164483999833465,120.43442049995065,120.47035890002735,,120.93778449995443,122.70220619998872,r,2.2483504000119865,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
27,ModifiedSH,resources/new_sounds_2/M4flesh.wav,0.722767978649223,None,None,None,None,r,M,0,26,26,3,,,,,122.72124430001713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.70365889999084,122.72124430001713,123.2194861000171,0.5165140000171959,123.93722319998778,123.95361830003094,,124.43660759995691,126.08777310000733,e,2.1373976999893785,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
49,NotModifiedT,resources/new_sounds_not_modified/M2lot.wav,0.466575772426751,None,None,None,None,e,M,0,27,27,25,,,,,126.10390420001931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.08923309994861,126.10390420001931,126.60024309996516,0.5117115000030026,127.06731299997773,127.06731299997773,0.9794761999510229,127.56884820002597,129.2012327000266,e,2.1189103999640793,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
50,NotModifiedSH,resources/new_sounds_not_modified/M3dish.wav,0.409302075267592,None,None,None,None,e,M,0,28,28,26,,,,,129.21660859999247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.20265999995172,129.21660859999247,129.71448910003528,0.5124925000127405,130.11459939996712,130.13137349998578,0.9293756000697613,130.6155178999761,131.10252149996813,e,0.9801642000675201,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
45,NotModifiedSH,resources/new_sounds_not_modified/F3mosh.wav,0.628649263052651,None,None,None,None,e,F,0,29,29,21,,,,,131.1183844000334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.10386969998945,131.1183844000334,131.61599940003362,0.5127688000211492,132.23571499995887,132.25270950002596,1.149481700034812,132.73359930003062,134.79739079996943,e,2.545469000004232,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
31,NotModifiedT,resources/new_sounds_not_modified/F3footer.wav,0.573733808005514,None,None,None,None,e,F,0,30,30,7,,,,,134.81269050005358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7981648000423,134.81269050005358,135.31193480000366,0.5141385999741033,135.878707600059,135.89537409995683,1.0975761999143288,136.37864180002362,137.36425960005727,e,1.478793799993582,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.36481309996452,137.38025379995815,137.38025379995815,146.211349899997,space,8.814309500041418,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.21139479998965,146.22754450002685,146.22754450002685,154.2634848000016,space,8.031634800019674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie2,001,2024-02-06_20h47.45.794,M2_experiment1,2023.2.3,59.82567997140698,2024-02-06 20h48.01.207890 +0100,
