ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,text_recording1_3.stopped,key_resp_question3.started,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,sound1_3.stopped,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,text_recording3.stopped,sound3.stopped,key_resp_question1.started,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
45,NotModifiedSH,resources/new_sounds_not_modified/F3mosh.wav,0.628649263052651,None,None,None,None,e,F,0,4,4,21,,,,,69.86775450001005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.85211069998331,69.86775450001005,70.36627910006791,0.5145305000478402,71.0002220000606,70.98342589999083,71.48272430000361,74.16687150008511,r,3.1702056999783963,None,None,1.1484702000161633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
25,ModifiedSH,resources/new_sounds_2/F1swoosh.wav,0.770486715748874,None,None,None,None,r,F,0,5,5,1,,,,,74.18266709998716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.16764800006058,74.18266709998716,74.68202300008852,0.5147467999486253,75.46522650006227,75.4485893000383,75.9481422000099,77.36584770004265,r,1.8996471000136808,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
31,NotModifiedT,resources/new_sounds_not_modified/F3footer.wav,0.573733808005514,None,None,None,None,e,F,0,6,6,7,,,,,77.38153490005061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3667966000503,77.38153490005061,77.88108279998414,0.5147171999560669,78.46397020004224,78.4473883000901,78.94703040004242,82.64785419998225,e,4.187072200002149,None,None,1.0975892000133172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
39,ModifiedSH,resources/new_sounds_2/M7fresher.wav,0.497256235827664,None,None,None,None,r,M,0,7,7,15,,,,,82.66306930000428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.64855210005771,82.66306930000428,83.16244500002358,0.5142456000903621,83.66243430005852,83.64576039998792,84.14528250007425,86.39607180003077,e,2.7341309000039473,None,None,1.0142356000142172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
29,NotModifiedT,resources/new_sounds_2/M4getting.wav,0.612123590008089,None,None,None,None,e,M,0,8,8,5,,,,,86.41156849998515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.39684990001842,86.41156849998515,86.91282140009571,0.5164135999511927,87.54238410003018,87.51535370002966,88.01128640002571,88.81429410004057,e,1.2804000999312848,None,None,1.145973899983801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
26,ModifiedSH,resources/new_sounds_2/F2fleshing.wav,0.620294784580499,None,None,None,None,r,F,0,9,9,2,,,,,88.83155330002774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.81579450005665,88.83155330002774,89.32728460000362,0.5122829000465572,89.9606431000866,89.9437542000087,90.44376689998899,92.2981116999872,e,2.3459467999637127,None,None,1.1456363999750465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
24,NotModifiedT,resources/new_sounds_not_modified/F1party.wav,0.63399526438517,None,None,None,None,e,F,0,10,10,0,,,,,92.31323090009391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2990778000094,92.31323090009391,92.80949080002028,0.5108867000089958,93.44242920004763,93.44242920004763,93.94276340003125,94.4305082000792,e,0.9736177999293432,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
43,NotModifiedT,resources/new_sounds_not_modified/F2feat.wav,0.644364234737267,None,None,None,None,e,F,0,11,11,19,,,,,94.45607309998013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.43147240008693,94.45607309998013,94.94245970004704,0.5114567999262363,95.59186889999546,95.57524570007809,96.07520239998121,96.68089750001673,e,1.09918830008246,None,None,1.1608428999315947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
47,ModifiedT,resources/new_sounds_2/M6root.wav,0.557210884353742,None,None,None,None,r,M,0,12,12,23,,,,,96.69556100002956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6820308000315,96.69556100002956,97.19133960001636,0.5099307000637054,97.7577190999873,97.74112060002517,98.24117709998973,99.81287989998236,e,2.0693287999602035,None,None,1.0763073000125587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
42,NotModifiedT,resources/new_sounds_not_modified/F4feat.wav,0.478604920503187,None,None,None,None,e,F,0,13,13,18,,,,,99.82747760007624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.81383420003112,99.82747760007624,100.3237800000934,0.5104140000184998,100.80667750001885,100.80667750001885,101.31302900006995,102.55152209999505,e,1.7408207999542356,None,None,0.9938066999893636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
28,ModifiedSH,resources/new_sounds_2/F3flushing.wav,0.687845804988662,None,None,None,None,r,F,0,14,14,4,,,,,102.57076060003601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.55379790009465,102.57076060003601,103.06040830002166,0.5075776000740007,103.75483540003188,103.75483540003188,104.24537370004691,105.64085960004013,e,1.870613900013268,None,None,1.202914600027725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
41,ModifiedT,resources/new_sounds_2/F4utter.wav,0.53952380952381,None,None,None,None,r,F,0,15,15,17,,,,,105.65904689999297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.64209740003571,105.65904689999297,106.15556710003875,0.5140440000686795,106.70612690004054,106.69013110001106,107.18920820008498,107.72739650006406,r,1.0203200998948887,None,None,1.064594900002703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
32,ModifiedT,resources/new_sounds_2/M2city.wav,0.658866213151928,None,None,None,None,r,M,0,16,16,8,,,,,107.74323850008659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.72918020002544,107.74323850008659,108.23814420006238,0.5098694000625983,108.9269670000067,108.88892250007484,109.3884305000538,110.22644570004195,r,1.3268598999129608,None,None,1.1986882999772206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
34,ModifiedSH,resources/new_sounds_2/M7mosh.wav,0.486031746031746,None,None,None,None,r,M,0,17,17,10,,,,,110.24206349998713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2277991999872,110.24206349998713,110.74062810000032,0.5134808999719098,111.25393620005343,111.22073050006293,111.72114300006069,112.30418029997963,r,1.0810240999562666,None,None,1.0267498000757769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
36,NotModifiedT,resources/new_sounds_not_modified/F4lot.wav,0.386965569882676,None,None,None,None,e,F,0,18,18,12,,,,,112.32015779998619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.30502239998896,112.32015779998619,112.82030120003037,0.5157043000217527,113.21891679998953,113.20218720007688,113.70205190009438,114.57002540002577,e,1.3524413000559434,None,None,0.9142854000674561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
46,NotModifiedT,resources/new_sounds_not_modified/M6pet.wav,0.506976177381986,None,None,None,None,e,M,0,19,19,22,,,,,114.58570990001317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.57105580007192,114.58570990001317,115.08494590001646,0.5143241999903694,115.60143899999093,115.58480449998751,116.08468000008725,116.7693874000106,e,1.1782127000624314,None,None,1.0308061999967322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
50,NotModifiedSH,resources/new_sounds_not_modified/M3dish.wav,0.409302075267592,None,None,None,None,e,M,0,20,20,26,,,,,116.78522620000876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.77022060006857,116.78522620000876,117.28418170008808,0.5143561000004411,117.7174072000198,117.6841490000952,118.1841772000771,118.60504450008739,e,0.9162838000338525,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
52,NotModifiedSH,resources/new_sounds_not_modified/M4swoosh.wav,0.736227123531279,None,None,None,None,e,M,0,21,21,28,,,,,118.63114070007578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.6059720000485,118.63114070007578,119.11686579999514,0.5113461000146344,119.86662890005391,119.84999190003145,120.34989930002484,120.70145679998677,r,0.8499660999514163,None,None,1.2611047000391409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
53,NotModifiedSH,resources/new_sounds_not_modified/M6fresher.wav,0.558439616650624,None,None,None,None,e,M,0,22,22,29,,,,,120.71703719999641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.70223980001174,120.71703719999641,121.21624470001552,0.5143771000439301,121.7827395000495,121.76614720001817,122.26587320002727,123.91680020000786,e,2.1394536000443622,None,None,1.0808682000497356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
30,ModifiedT,resources/new_sounds_2/F3footer.wav,0.597777777777778,None,None,None,None,r,F,0,23,23,6,,,,,123.93253250000998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.91756990004797,123.93253250000998,124.43349100009073,0.516380500048399,125.03431740007363,125.0175176000921,125.517095600022,126.08292150008492,e,1.0617791999829933,None,None,1.1172235000412911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
38,ModifiedT,resources/new_sounds_2/M7butter.wav,0.44172335600907,None,None,None,None,r,M,0,24,24,14,,,,,126.09890039998572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.08374989998993,126.09890039998572,126.59765670006163,0.5143049000762403,127.04752160003409,127.0307610000018,127.53111630002968,127.81567010004073,e,0.7733872000826523,None,None,0.9641605000942945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
48,ModifiedT,resources/new_sounds_2/M3lottery.wav,0.649773242630385,None,None,None,None,r,M,0,25,25,24,,,,,127.83172660006676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.81657610007096,127.83172660006676,128.33049790002406,0.5143198999576271,128.98018280009273,128.98018280009273,129.4803552000085,129.96497540001292,e,0.9772137000691146,None,None,1.1644983999431133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
37,ModifiedT,resources/new_sounds_2/F4lot.wav,0.449274376417234,None,None,None,None,r,F,0,26,26,13,,,,,129.9808359000599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9658070000587,129.9808359000599,130.47973180003464,0.5143191999522969,130.92974140006118,130.92974140006118,131.4295271000592,133.48060610005632,e,2.5481192999286577,None,None,0.9648289999458939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
51,NotModifiedSH,resources/new_sounds_not_modified/M4mosh.wav,0.573267020202984,None,None,None,None,e,M,0,27,27,27,,,,,133.49642530002166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.4814488000702,133.49642530002166,133.9953419000376,0.5142901999643072,134.57873970002402,134.56185250007547,135.06565410003532,135.6749915999826,r,1.0979318999452516,None,None,1.097701899940148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
33,ModifiedT,resources/new_sounds_2/M7fatter.wav,0.644739229024943,None,None,None,None,r,M,0,28,28,9,,,,,135.6940768000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.67652840004303,135.6940768000204,136.1799343000166,0.5041241999715567,136.82873730000574,136.82873730000574,137.33081790001597,137.98257460002787,e,1.1418875999515876,None,None,1.1536907999543473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
35,NotModifiedSH,resources/new_sounds_not_modified/M7mosh.wav,0.618134342110551,None,None,None,None,e,M,0,29,29,11,,,,,138.00120870000683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.9846252000425,138.00120870000683,138.49600739998277,0.5123912000562996,139.14842420001514,139.11450510006398,139.61474760004785,141.01817559998017,e,1.8907962000230327,None,None,1.1315392999676988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
44,ModifiedSH,resources/new_sounds_2/F2thrasher.wav,0.510249433106576,None,None,None,None,r,F,0,30,30,20,,,,,141.03530540002976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.02003170002718,141.03530540002976,141.528021599981,0.5087280999869108,142.04481460002717,142.04481460002717,142.54388590005692,142.92001050000545,r,0.8563921999884769,None,None,1.0263755000196397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.92137770005502,142.93714829999954,142.93714829999954,153.51097820000723,space,10.560112499981187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.5110298000509,153.53602460003458,153.53602460003458,161.95688320009504,space,8.409866900066845,None,,,,,,,,,,,,,,,,,,,,,,,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
17,ModifiedT,resources/new_sounds_2/M2bosh.wav,0.387165532879819,resources/new_sounds_not_modified/M6bot.wav,0.501070841911371,resources/new_sounds_not_modified/M5bosh.wav,0.597358038485993,2,M,,,,,0,0,0,16,162.0156325000571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.9996044000145,162.0156325000571,162.47229110007174,0.5155357000185177,162.86749560001772,0.9107339000329375,163.35651750001125,163.35258722003783,163.8737506000325,163.8737506000325,164.3555046999827,164.35214582005284,164.9668832999887,164.9668832999887,164.9668832999887,165.4563159000827,170.30647429998498,t,5.3331636999500915,None,None,0,,,,Adam,001,2024-02-06_20h25.37.502,M2_experiment1,2023.2.3,58.63451934608615,2024-02-06 20h25.53.196812 +0100,
