ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,key_resp_question3.started,text_recording1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,sound1_3.stopped,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,text_recording3.stopped,sound3.stopped,key_resp_question1.started,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,key_replay1.rt,key_replay1.duration,replay_count,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
46,NotModifiedT,resources/new_sounds_not_modified/M6pet.wav,0.506976177381986,None,None,None,None,e,M,0,4,4,22,,,,,116.79088459990453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.77309039991815,116.79088459990453,117.28720579994842,0.5144830000353977,117.78714099992067,117.80374070000835,118.2870337999193,119.15484420000575,e,1.3531637000851333,None,None,1.031015699962154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
36,NotModifiedT,resources/new_sounds_not_modified/F4lot.wav,0.386965569882676,None,None,None,None,e,F,0,5,5,12,,,,,119.17329469998367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.15564249991439,119.17329469998367,119.6698245999869,0.5145537999924272,120.05291889992077,120.06966309994459,120.5528869999107,121.53759769990575,e,1.4789905999787152,None,None,0.914399900007993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
35,NotModifiedSH,resources/new_sounds_not_modified/M7mosh.wav,0.618134342110551,None,None,None,None,e,M,0,6,6,11,,,,,121.55507010000292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.53840199997649,121.55507010000292,122.05228039994836,0.5142555000493303,122.66871339990757,122.68547409994062,123.16875049995724,130.41768499999307,e,7.7456238000886515,None,None,1.1474458000157028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
50,NotModifiedSH,resources/new_sounds_not_modified/M3dish.wav,0.409302075267592,None,None,None,None,e,M,0,7,7,26,,,,,130.43650660000276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.41846559999976,130.43650660000276,130.93268929992337,0.5146005999995396,131.3325072999578,131.34920379996765,131.83234520000406,132.86692699999548,e,1.5265585000161082,None,None,0.9311060999752954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
30,ModifiedT,resources/new_sounds_2/F3footer.wav,0.597777777777778,None,None,None,None,r,F,0,8,8,6,,,,,132.88539670000318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.86771409993526,132.88539670000318,133.3818388999207,0.5145149000454694,133.9651068999665,133.98178439994808,134.46482659992762,135.88249999994878,e,1.9004145000362769,None,None,1.1144354999996722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
33,ModifiedT,resources/new_sounds_2/M7fatter.wav,0.644739229024943,None,None,None,None,r,M,0,9,9,9,,,,,135.9001980999019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.8832812999608,135.9001980999019,136.39737499994226,0.5144657000200823,137.03059370000847,137.04739879991394,137.530426699901,139.41467839991674,e,2.3805856000399217,None,None,1.1644893999909982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
54,NotModifiedSH,resources/new_sounds_not_modified/F5thrasher.wav,0.585496600933162,None,None,None,None,e,F,0,10,10,30,,,,,139.43332859990187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.41553060000297,139.43332859990187,139.92968919989653,0.5145642999559641,140.51282929989975,140.54224350000732,141.01261669991072,142.4470078999875,e,1.9250822000904009,None,None,1.127116599935107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
42,NotModifiedT,resources/new_sounds_not_modified/F4feat.wav,0.478604920503187,None,None,None,None,e,F,0,11,11,18,,,,,142.4642731999047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.44779050000943,142.4642731999047,142.9620525999926,0.5146272999700159,143.4284026999958,143.44520009995904,143.9283071999671,146.36238569999114,e,2.91963899997063,None,None,0.9977830999996513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
45,NotModifiedSH,resources/new_sounds_not_modified/F3mosh.wav,0.628649263052651,None,None,None,None,e,F,0,12,12,21,,,,,146.38081219990272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.3631854999112,146.38081219990272,146.8773983999854,0.5145750999217853,147.4939413999673,147.5104599999031,147.99362590000965,148.8949257999193,e,1.3920556999510154,None,None,1.147633699933067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
44,ModifiedSH,resources/new_sounds_2/F2thrasher.wav,0.510249433106576,None,None,None,None,r,F,0,13,13,20,,,,,148.913368599955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.89569709997158,148.913368599955,149.40982209995855,0.5144937000004575,149.9096045999322,149.92636659997515,150.40958069998305,151.5772739999229,e,1.659204400028102,None,None,1.031039199908264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
24,NotModifiedT,resources/new_sounds_not_modified/F1party.wav,0.63399526438517,None,None,None,None,e,F,0,14,14,0,,,,,151.59581059997436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.5780447999714,151.59581059997436,152.09225149999838,0.5145743999164551,152.72550860000774,152.72550860000774,153.22520169999916,154.05986139993183,e,1.3292711999965832,None,None,1.148238699999638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
47,ModifiedT,resources/new_sounds_2/M6root.wav,0.557210884353742,None,None,None,None,r,M,0,15,15,23,,,,,154.07859679998364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0606381999096,154.07859679998364,154.57479069998953,0.5145146999275312,155.12453049991746,155.14122089999728,155.6244330999907,161.0074711999623,r,5.873195699998178,None,None,1.080944599932991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
49,NotModifiedT,resources/new_sounds_not_modified/M2lot.wav,0.466575772426751,None,None,None,None,e,M,0,16,16,25,,,,,161.02585539990105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.00827180000488,161.02585539990105,161.52250650001224,0.514671599958092,161.98886599997059,161.98886599997059,162.4887435999699,164.07307119993493,e,2.082221499993466,None,None,0.9813887999625877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
51,NotModifiedSH,resources/new_sounds_not_modified/M4mosh.wav,0.573267020202984,None,None,None,None,e,M,0,17,17,27,,,,,164.0916788999457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.07384869991802,164.0916788999457,164.58802529994864,0.5145465000532568,165.15451659995597,165.17120290000457,165.65439999999944,167.5878822999075,e,2.422861099941656,None,None,1.0977207000833005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
48,ModifiedT,resources/new_sounds_2/M3lottery.wav,0.649773242630385,None,None,None,None,r,M,0,18,18,24,,,,,167.6040746999206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.58872229990084,167.6040746999206,168.1035561999306,0.5152071999618784,168.75343259994406,168.75343259994406,169.2535332000116,169.82118299999274,e,1.050959200016223,None,None,1.1655224999412894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
29,NotModifiedT,resources/new_sounds_2/M4getting.wav,0.612123590008089,None,None,None,None,e,M,0,19,19,5,,,,,169.83899289998226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.82200239994563,169.83899289998226,170.33760709990747,0.5160235998919234,170.9360078999307,170.95273239992093,171.43586169998161,173.3533344999887,r,2.4149457999737933,None,None,1.131113599985838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
53,NotModifiedSH,resources/new_sounds_not_modified/M6fresher.wav,0.558439616650624,None,None,None,None,e,M,0,20,20,29,,,,,173.37165349989664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.3541173998965,173.37165349989664,173.86829549993854,0.5145505999680609,174.41816289990675,174.4562187999254,174.91807199991308,175.43586369999684,e,1.0007631001062691,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
32,ModifiedT,resources/new_sounds_2/M2city.wav,0.658866213151928,None,None,None,None,r,M,0,21,21,8,,,,,175.45467919996008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.43663779995404,175.45467919996008,175.95098439999856,0.514716999954544,176.60077999997884,176.6349642999703,177.1004915999947,178.5184093998978,e,1.9068344000261277,None,None,1.1986929000122473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
25,ModifiedSH,resources/new_sounds_2/F1swoosh.wav,0.770486715748874,None,None,None,None,r,F,0,22,22,1,,,,,178.53656699997373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.51921319996472,178.53656699997373,179.03308939991985,0.5142593000782654,179.799846699927,179.81629589991644,180.29951769998297,181.40053719992284,r,1.5856829000404105,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
31,NotModifiedT,resources/new_sounds_not_modified/F3footer.wav,0.573733808005514,None,None,None,None,e,F,0,23,23,7,,,,,181.4177875999594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.40133149991743,181.4177875999594,181.91571199998725,0.5147694000042975,182.48194510000758,182.49872619996313,182.9818621999584,185.5326610999182,e,3.0479032999137416,None,None,1.0977830999763682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
39,ModifiedSH,resources/new_sounds_2/M7fresher.wav,0.497256235827664,None,None,None,None,r,M,0,24,24,15,,,,,185.55099449993577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.53348529990762,185.55099449993577,186.0476032999577,0.5145100000081584,186.53064519993495,186.5473437999608,187.03050399990752,188.64827869995497,e,2.1006494000321254,None,None,1.014245399972424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
40,ModifiedSH,resources/new_sounds_2/F5fresher.wav,0.567437641723356,None,None,None,None,r,F,0,25,25,16,,,,,188.66669260000344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.64905669994187,188.66669260000344,189.1631279999856,0.5144387999316677,189.7329030999681,189.7329030999681,190.2294539998984,192.21370530000422,e,2.4773293000180274,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
43,NotModifiedT,resources/new_sounds_not_modified/F2feat.wav,0.644364234737267,None,None,None,None,e,F,0,26,26,19,,,,,192.2311682999134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.21452869998757,192.2311682999134,192.728822199977,0.5146811000304297,193.36182999995071,193.37842039996758,193.86148209997918,195.2959968999494,e,1.925015600048937,None,None,1.1642789000179619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
37,ModifiedT,resources/new_sounds_2/F4lot.wav,0.449274376417234,None,None,None,None,r,F,0,27,27,13,,,,,195.3143068999052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.29678759991657,195.3143068999052,195.81109939992893,0.5146984000457451,196.26077779999468,196.26077779999468,196.76061180001125,198.56147949991282,r,2.2903670999221504,None,None,0.9647957000415772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
28,ModifiedSH,resources/new_sounds_2/F3flushing.wav,0.687845804988662,None,None,None,None,r,F,0,28,28,4,,,,,198.57905790000223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5622947999509,198.57905790000223,199.0764346999349,0.514545900048688,199.75967189995572,199.79584819998126,200.25940939993598,201.24604050000198,r,1.4745004000142217,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
41,ModifiedT,resources/new_sounds_2/F4utter.wav,0.53952380952381,None,None,None,None,r,F,0,29,29,17,,,,,201.26225569995586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.24693079991266,201.26225569995586,201.75911649991758,0.5125816999934614,202.29206099989824,202.30874929996207,202.79209899995476,203.8263094999129,e,1.516789500019513,None,None,1.0622112000128254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
34,ModifiedSH,resources/new_sounds_2/M7mosh.wav,0.486031746031746,None,None,None,None,r,M,0,30,30,10,,,,,203.84326709993184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.82709979999345,203.84326709993184,204.34146329993382,0.5147356999805197,204.82453009998426,204.85393799992744,205.3245956999017,206.92545629991218,r,2.0980362999252975,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.92601159994956,206.9418390999781,206.9418390999781,225.75208249990828,space,18.80191779998131,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.75212600000668,225.76850309991278,225.76850309991278,251.92652179999277,space,26.14427719998639,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertia,001,2024-02-04_22h17.15.421,M2_experiment1,2023.2.3,59.85515050590115,2024-02-04 22h17.34.087831 +0100,
