ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,key_resp_question3.started,text_recording1_3.stopped,sound1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,text_recording3.stopped,sound3.stopped,key_resp_question1.started,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
45,NotModifiedSH,resources/new_sounds_not_modified/F3mosh.wav,0.628649263,None,None,None,None,e,F,0,5,5,21,,,,,81.765114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7502527,81.765114,82.264419,0.5145531,82.8808954,82.8974516,1.1475851,83.3807956,84.3985988,e,1.5103924,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
50,NotModifiedSH,resources/new_sounds_not_modified/M3dish.wav,0.409302075,None,None,None,None,e,M,0,6,6,26,,,,,84.4140943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3994345,84.4140943,84.9134938,0.5144667,85.3135008,85.3304551,0.9314193,85.8132387,86.0816921,e,0.7641513,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
41,ModifiedT,resources/new_sounds_2/F4utter.wav,0.53952381,None,None,None,None,r,F,0,7,7,17,,,,,86.0972321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0824777,86.0972321,86.5963884,0.5142848,87.1294106,87.1463133,1.0642094,87.629403,89.5647449,r,2.4273861,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
54,NotModifiedSH,resources/new_sounds_not_modified/F5thrasher.wav,0.585496601,None,None,None,None,e,F,0,8,8,30,,,,,89.5801197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5654725,89.5801197,90.0785423,0.5134178,90.661763,90.6873084,,91.1613917,93.0958235,e,2.4234297,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
44,ModifiedSH,resources/new_sounds_2/F2thrasher.wav,0.510249433,None,None,None,None,r,F,0,9,9,20,,,,,93.1114333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.096617,93.1114333,93.6107094,0.514468,94.110411,94.1271154,1.0308638,94.6104186,96.0945759,e,1.9723291,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
46,NotModifiedT,resources/new_sounds_not_modified/M6pet.wav,0.506976177,None,None,None,None,e,M,0,10,10,22,,,,,96.1100554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0952994,96.1100554,96.6096259,0.5146865,97.1094589,97.1261625,1.0312134,97.609275,99.4102364,r,2.2857599,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
47,ModifiedT,resources/new_sounds_2/M6root.wav,0.557210884,None,None,None,None,r,M,0,11,11,23,,,,,99.4260822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.411006,99.4260822,99.9253348,0.514697,100.475135,100.4917333,1.0810899,100.9747966,101.5261435,e,1.0339286,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
28,ModifiedSH,resources/new_sounds_2/F3flushing.wav,0.687845805,None,None,None,None,r,F,0,12,12,4,,,,,101.5416411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5269189,101.5416411,102.0411684,0.5146172,102.7241811,102.7409795,1.2144221,103.2240387,104.0253206,e,1.2846312,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
33,ModifiedT,resources/new_sounds_2/M7fatter.wav,0.644739229,None,None,None,None,r,M,0,13,13,9,,,,,104.0409129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.026116,104.0409129,104.5404031,0.5146658,105.1733083,105.1901433,1.1644003,105.6732497,107.1755613,e,1.9962588,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
48,ModifiedT,resources/new_sounds_2/M3lottery.wav,0.649773243,None,None,None,None,r,M,0,14,14,24,,,,,107.1928874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.1769095,107.1928874,107.6892228,0.5128904,108.339015,108.339015,1.1631253,108.8388204,109.0407018,e,0.684001,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
40,ModifiedSH,resources/new_sounds_2/F5fresher.wav,0.567437642,None,None,None,None,r,F,0,15,15,16,,,,,109.0558989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0414081,109.0558989,109.55526,0.5142007,110.1253656,110.1253656,,110.6216247,112.6058824,r,2.4742119,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
30,ModifiedT,resources/new_sounds_2/F3footer.wav,0.597777778,None,None,None,None,r,F,0,16,16,6,,,,,112.6213976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.6066591,112.6213976,113.1206842,0.5143902,113.703891,113.7205377,1.1142486,114.203764,114.5885144,e,0.8766572,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
52,NotModifiedSH,resources/new_sounds_not_modified/M4swoosh.wav,0.736227124,None,None,None,None,e,M,0,17,17,28,,,,,114.6041595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.5892831,114.6041595,115.1034568,0.5145422,115.8364143,115.8687265,,116.3363692,117.5541536,r,1.7111109,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
25,ModifiedSH,resources/new_sounds_2/F1swoosh.wav,0.770486716,None,None,None,None,r,F,0,18,18,1,,,,,117.5698881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.5549428,117.5698881,118.0690524,0.5144762,118.8356328,118.8521057,,119.3353905,120.2702555,r,1.4198432,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
36,NotModifiedT,resources/new_sounds_not_modified/F4lot.wav,0.38696557,None,None,None,None,e,F,0,19,19,12,,,,,120.2855476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.2710646,120.2855476,120.7849158,0.5142209,121.1679321,121.1990434,,121.6679701,121.9527635,e,0.7785964,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
26,ModifiedSH,resources/new_sounds_2/F2fleshing.wav,0.620294785,None,None,None,None,r,F,0,20,20,2,,,,,121.968359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.9535584,121.968359,122.467555,0.5143731,123.084105,123.100803,1.1476169,123.5838324,125.3515929,r,2.2504386,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
29,NotModifiedT,resources/new_sounds_2/M4getting.wav,0.61212359,None,None,None,None,e,M,0,21,21,5,,,,,125.3670922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3523692,125.3670922,125.8665182,0.5145236,126.4662618,126.4830497,1.1310495,126.9661434,127.8340567,e,1.361387,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
24,NotModifiedT,resources/new_sounds_not_modified/F1party.wav,0.633995264,None,None,None,None,e,F,0,22,22,0,,,,,127.8497673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.8348527,127.8497673,128.34898,0.5145006,128.9820333,128.9820333,1.1479747,129.4821879,129.5833306,e,0.5928337,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
27,ModifiedSH,resources/new_sounds_2/M4flesh.wav,0.722767979,None,None,None,None,r,M,0,23,23,3,,,,,129.5989539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5841145,129.5989539,130.0983704,0.5146362,130.8150189,130.8317547,,131.314722,132.1160856,r,1.2995405,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
39,ModifiedSH,resources/new_sounds_2/M7fresher.wav,0.497256236,None,None,None,None,r,M,0,24,24,15,,,,,132.1315661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.1168836,132.1315661,132.6310345,0.5145241,133.1140801,133.1307248,1.0142083,133.6138437,134.7485018,e,1.6312049,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
43,NotModifiedT,resources/new_sounds_not_modified/F2feat.wav,0.644364235,None,None,None,None,e,F,0,25,25,19,,,,,134.7640866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7493367,134.7640866,135.2635783,0.5146538,135.8966324,135.9130333,1.1641022,136.3962821,137.3809182,e,1.4754594,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
51,NotModifiedSH,resources/new_sounds_not_modified/M4mosh.wav,0.57326702,None,None,None,None,e,M,0,26,26,27,,,,,137.3966427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.3817323,137.3966427,137.8957788,0.5144154,138.4622461,138.4789639,1.0975989,138.9620799,139.9633227,e,1.4927348,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
53,NotModifiedSH,resources/new_sounds_not_modified/M6fresher.wav,0.558439617,None,None,None,None,e,M,0,27,27,29,,,,,139.9788967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.9641094,139.9788967,140.4784009,0.5146842,141.0281458,141.0606516,,141.5280122,141.9462032,e,0.911091,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
42,NotModifiedT,resources/new_sounds_not_modified/F4feat.wav,0.478604921,None,None,None,None,e,F,0,28,28,18,,,,,141.9616151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.9469808,141.9616151,142.4608796,0.514267,142.927415,142.9441115,0.9975018,143.427322,144.6283022,r,1.6867471,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
38,ModifiedT,resources/new_sounds_2/M7butter.wav,0.441723356,None,None,None,None,r,M,0,29,29,14,,,,,144.643892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.6290219,144.643892,145.1433439,0.5146808,145.5764789,145.5932569,0.9646022,146.076449,146.2446604,e,0.6666904,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
34,ModifiedSH,resources/new_sounds_2/M7mosh.wav,0.486031746,None,None,None,None,r,M,0,30,30,10,,,,,146.2602594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.2454498,146.2602594,146.7594731,0.5143978,147.242696,147.2594136,1.014332,147.7425929,149.2268367,e,1.971319,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.2273964,149.2431252,149.2431252,159.0733684,space,9.8270776,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.073409,159.0896417,159.0896417,167.3539339,space,8.2596033,None,,,,,,,,,,,,,,,,,,,,,,,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
5,ModifiedT,resources/new_sounds_not_modified/F4met.wav,0.444945208,resources/new_sounds_2/F2met.wav,0.634104308,resources/new_sounds_not_modified/F1mesh.wav,0.557131949,1,F,,,,,0,0,0,4,167.4026175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.3867118,167.4026175,167.8690004,0.5151211,168.3189276,0.9650487,168.802017,168.8021082,169.4464245,169.4464245,169.934964,169.9352093,170.5093142,170.5093142,170.5093142,171.0038858,176.3849315,e,5.8710325,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
9,ModifiedSH,resources/new_sounds_not_modified/M4bot.wav,0.453615769,resources/new_sounds_not_modified/M3bosh.wav,0.524217377,resources/new_sounds_2/M2bosh.wav,0.387165533,2,M,,,,,0,1,1,8,176.4022593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.3861257,176.4022593,176.8993531,0.5136345,177.3659542,0.9802391,177.8489935,177.8491652,178.3863296,178.3863296,178.8653481,178.8655542,179.2663295,179.2663295,179.2663295,179.7651744,181.4831016,e,2.2023252,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
4,ModifiedT,resources/new_sounds_not_modified/M4mat.wav,0.445159399,resources/new_sounds_2/M3mat.wav,0.49430839,resources/new_sounds_not_modified/M2mash.wav,0.735894737,1,M,,,,,0,2,2,3,181.5004573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.483914,181.5004573,181.9976107,0.5140718,182.4476645,0.9641227,182.9306502,182.9307467,183.4360462,183.4360462,183.9303166,183.9303379,184.6814638,184.6814638,184.6634385,185.1634275,187.2812548,t,2.6067372,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
