ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,key_resp_question3.started,text_recording1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,sound1_3.stopped,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,sound3.stopped,key_resp_question1.started,text_recording3.stopped,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
34,ModifiedSH,resources/new_sounds_2/M7mosh.wav,0.486031746031746,None,None,None,None,r,M,0,4,4,10,,,,,127.56135770003311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.53152190009132,127.56135770003311,128.04196830000728,0.5109871001914144,128.5253403999377,128.55465839989483,129.0252888998948,130.28037749999203,e,1.7379188002087176,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
26,ModifiedSH,resources/new_sounds_2/F2fleshing.wav,0.620294784580499,None,None,None,None,r,F,0,5,5,2,,,,,130.30714779999107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.2816900999751,130.30714779999107,130.7912634999957,0.5102723999880254,131.40764060011134,131.4239183999598,131.90780559997074,133.11001339997165,r,1.6955069000832736,None,None,1.1429757999721915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
47,ModifiedT,resources/new_sounds_2/M6root.wav,0.557210884353742,None,None,None,None,r,M,0,6,6,23,,,,,133.1359035000205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.11118000000715,133.1359035000205,133.62349430005997,0.5129030998796225,134.17329320008866,134.1897784001194,134.673616199987,134.81230150000192,e,0.6251888000406325,None,None,1.0791838997974992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
36,NotModifiedT,resources/new_sounds_not_modified/F4lot.wav,0.386965569882676,None,None,None,None,e,F,0,7,7,12,,,,,134.83769230009057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.81348660006188,134.83769230009057,135.32315049995668,0.5102764000184834,135.70622919988818,135.72261189995334,136.21698540006764,136.19135640002787,e,0.47310509998351336,None,None,0.9097317000851035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
27,ModifiedSH,resources/new_sounds_2/M4flesh.wav,0.722767978649223,None,None,None,None,r,M,0,8,8,3,,,,,136.21698540006764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.1924846000038,136.21698540006764,136.70583040011115,0.5139126998838037,137.42233359999955,137.43869900004938,137.923523100093,139.24481429997832,r,1.8087727001402527,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
53,NotModifiedSH,resources/new_sounds_not_modified/M6fresher.wav,0.558439616650624,None,None,None,None,e,M,0,9,9,29,,,,,139.27475339989178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.2474624000024,139.27475339989178,139.75544569990598,0.5091953000519425,140.3086111000739,140.34784530010074,,140.6738817000296,e,0.35080619994550943,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
32,ModifiedT,resources/new_sounds_2/M2city.wav,0.658866213151928,None,None,None,None,r,M,0,10,10,8,,,,,140.7040262001101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.67539329989813,140.7040262001101,141.18839689996094,0.5137545000761747,141.8398130000569,141.85645429999568,142.3397448998876,142.81092160008848,e,0.9629253000020981,None,None,1.1817995000164956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
31,NotModifiedT,resources/new_sounds_not_modified/F3footer.wav,0.573733808005514,None,None,None,None,e,F,0,11,11,7,,,,,142.84101719991304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.81272440007888,142.84101719991304,143.32134620007128,0.5095112000126392,143.90345260011964,143.90345260011964,144.38845880003646,145.2750975000672,e,1.3544454001821578,None,None,1.0923393999692053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
25,ModifiedSH,resources/new_sounds_2/F1swoosh.wav,0.770486715748874,None,None,None,None,r,F,0,12,12,1,,,,,145.30485119996592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.2767616000492,145.30485119996592,145.78693519998342,0.5110718999058008,146.56707570003346,146.58585090003908,147.05417670006864,147.22593749989755,r,0.6415154000278562,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
38,ModifiedT,resources/new_sounds_2/M7butter.wav,0.44172335600907,None,None,None,None,r,M,0,13,13,14,,,,,147.25457999994978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.22767510008998,147.25457999994978,147.7364179000724,0.5096865000668913,148.17099420004524,148.18768489989452,148.67023549997248,149.02486220002174,e,0.8430244999472052,None,None,0.9609471000730991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
30,ModifiedT,resources/new_sounds_2/F3footer.wav,0.597777777777778,None,None,None,None,r,F,0,14,14,6,,,,,149.05547980009578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.02741710003465,149.05547980009578,149.53545160009526,0.5092454999685287,150.13516930001788,150.13516930001788,150.63634039997123,151.2744940998964,e,1.1266930000856519,None,None,1.1096543001476675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
43,NotModifiedT,resources/new_sounds_not_modified/F2feat.wav,0.644364234737267,None,None,None,None,e,F,0,15,15,19,,,,,151.30440769996494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.27628919994459,151.30440769996494,151.78477560007013,0.5095318998210132,152.4197788001038,152.43659229995683,152.93580189999193,153.13802319997922,e,0.7070200999733061,None,None,1.161335099954158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
33,ModifiedT,resources/new_sounds_2/M7fatter.wav,0.644739229024943,None,None,None,None,r,M,0,16,16,9,,,,,153.16817800002173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.13945290003903,153.16817800002173,153.65007380000316,0.5112652000971138,154.29955650004558,154.29955650004558,154.79939049994573,154.90060910000466,e,0.5901677999645472,None,None,1.161115299910307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
42,NotModifiedT,resources/new_sounds_not_modified/F4feat.wav,0.478604920503187,None,None,None,None,e,F,0,17,17,18,,,,,154.9192484000232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.90129849989899,154.9192484000232,155.41690400009975,0.5160052001010627,155.88311629998498,155.89943820005283,156.3837985000573,156.83257340011187,r,0.9305946999229491,None,None,0.998530900105834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
24,NotModifiedT,resources/new_sounds_not_modified/F1party.wav,0.63399526438517,None,None,None,None,e,F,0,18,18,0,,,,,156.860899399966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.83414379996248,156.860899399966,157.34929909999482,0.5160226000007242,157.9818484999705,157.9818484999705,,158.23447820008732,e,0.24345330009236932,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
41,ModifiedT,resources/new_sounds_2/F4utter.wav,0.53952380952381,None,None,None,None,r,F,0,19,19,17,,,,,158.26269609993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.235822299961,158.26269609993324,158.74884749995545,0.5136684000026435,159.28197450004518,159.31681360001676,,159.73395289992914,e,0.4408668000251055,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
48,ModifiedT,resources/new_sounds_2/M3lottery.wav,0.649773242630385,None,None,None,None,r,M,0,20,20,24,,,,,159.75526289991103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.7347760000266,159.75526289991103,160.24744819989428,0.5130780001636595,160.89730910002254,160.89730910002254,,161.14872410008684,e,0.24411890003830194,None,None,1.1633798000402749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
28,ModifiedSH,resources/new_sounds_2/F3flushing.wav,0.687845804988662,None,None,None,None,r,F,0,21,21,4,,,,,161.17035800009035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.14955940004438,161.17035800009035,161.66403259988874,0.51490189996548,162.34663800010458,162.36356489988975,162.84643679996952,163.13129650009796,e,0.7677665997762233,None,None,1.2144133001565933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
46,NotModifiedT,resources/new_sounds_not_modified/M6pet.wav,0.506976177381986,None,None,None,None,e,M,0,22,22,22,,,,,163.15223910007626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.1321169999428,163.15223910007626,163.6510830000043,0.4995043999515474,164.16945419996046,164.1949899001047,164.65033510001376,165.0931452999357,r,0.9098737998865545,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
44,ModifiedSH,resources/new_sounds_2/F2thrasher.wav,0.510249433106576,None,None,None,None,r,F,0,23,23,20,,,,,165.1277886000462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0949317999184,165.1277886000462,165.59858489991166,0.5044954000040889,166.11213149991818,166.11213149991818,,166.54911140003242,e,0.4297891999594867,None,None,1.0183747000992298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
51,NotModifiedSH,resources/new_sounds_not_modified/M4mosh.wav,0.573267020202984,None,None,None,None,e,M,0,24,24,27,,,,,166.58182829990983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.55085560004227,166.58182829990983,167.06344299996272,0.5134734001476318,167.63037879997864,167.64735329989344,168.13094640010968,168.2487747000996,r,0.6107807999942452,None,None,1.0973750001285225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
52,NotModifiedSH,resources/new_sounds_not_modified/M4swoosh.wav,0.736227123531279,None,None,None,None,e,M,0,25,25,28,,,,,168.28080700011924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.25037900009193,168.28080700011924,168.76300580007955,0.5134021998383105,169.5254631000571,169.5254631000571,169.9930664000567,170.01345110009424,r,0.4702290000859648,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
49,NotModifiedT,resources/new_sounds_not_modified/M2lot.wav,0.466575772426751,None,None,None,None,e,M,0,26,26,25,,,,,170.04394940007478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.01503879996017,170.04394940007478,170.52667800011113,0.512412000214681,170.99323930009268,170.99323930009268,,171.3963778000325,e,0.3931718000676483,None,None,0.9797186001669616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
50,NotModifiedSH,resources/new_sounds_not_modified/M3dish.wav,0.409302075267592,None,None,None,None,e,M,0,27,27,26,,,,,171.42782739992253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.39801459992304,171.42782739992253,171.91131470003165,0.5140551999211311,172.3252934999764,172.35897439997643,,172.78499229997396,e,0.4542399998754263,None,None,0.9289010998327285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
45,NotModifiedSH,resources/new_sounds_not_modified/F3mosh.wav,0.628649263052651,None,None,None,None,e,F,0,28,28,21,,,,,172.81907030008733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.7880281000398,172.81907030008733,173.29496240010485,0.5081233000382781,173.92944060009904,173.92944060009904,174.42908239993267,174.53348480002023,e,0.5938049000687897,None,None,1.1434929000679404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
39,ModifiedSH,resources/new_sounds_2/M7fresher.wav,0.497256235827664,None,None,None,None,r,M,0,29,29,15,,,,,174.5659958999604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.53561919997446,174.5659958999604,175.04416889999993,0.5095624001696706,175.56875249999575,175.56875249999575,176.04537199996412,176.04869040008634,r,0.47640909999608994,None,None,1.0061928001232445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
54,NotModifiedSH,resources/new_sounds_not_modified/F5thrasher.wav,0.585496600933162,None,None,None,None,e,F,0,30,30,30,,,,,176.0804600000847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.05045260000043,176.0804600000847,176.56066139996983,0.5109814000315964,177.14543860009871,177.14543860009871,177.6452319000382,178.61427120002918,e,1.46126089990139,None,None,1.096529500093311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.61577080003917,178.63253369997256,178.63253369997256,198.93612110009417,space,20.286414500093088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.93619340006262,198.95338500011712,198.95338500011712,210.69771349988878,space,11.736998700071126,None,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
20,ModifiedSH,resources/new_sounds_2/F2push.wav,0.418027210884354,resources/new_sounds_not_modified/F4push.wav,0.436144678520506,resources/new_sounds_not_modified/F3put.wav,0.437781204290985,2,F,,,,,0,0,0,19,210.8653434999287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.77330089989118,210.8653434999287,211.20169309992343,0.5041234998498112,211.6311683000531,0.9335932999383658,212.13420400000177,212.1305752301123,212.58534110011533,212.58534110011533,213.06664470001124,213.06365533010103,213.52070509991609,213.52070509991609,213.54535089991987,213.999682799913,216.45411240006797,e,2.9140896999742836,None,None,0,,,,Gabriel,001,2024-03-08_19h25.40.918,M2_experiment1,2023.2.3,60.054577624214375,2024-03-08 19h26.00.123898 +0100,
