ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,text_recording1_3.stopped,key_resp_question3.started,sound1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,text_recording3.stopped,sound3.stopped,key_resp_question1.started,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,key_replay1.rt,key_replay1.duration,Bye.started,text_6.started,text_6.stopped,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
37,ModifiedT,resources/new_sounds_2/F4lot.wav,0.449274376417234,None,None,None,None,r,F,0,4,4,13,,,,,178.78823109995574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.77055389992893,178.78823109995574,179.28464969992638,0.5144694000482559,179.7346326999832,179.7346326999832,0.9649099000962451,180.23439499991946,181.55202369997278,e,1.8017414999194443,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
51,NotModifiedSH,resources/new_sounds_not_modified/M4mosh.wav,0.573267020202984,None,None,None,None,e,M,0,5,5,27,,,,,181.5709028999554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.55281709996052,181.5709028999554,182.06711449997965,0.5146674000425264,182.65044939995278,182.63368999992963,1.0979959999676794,183.1334776999429,183.83474159997422,e,1.189598900033161,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
27,ModifiedSH,resources/new_sounds_2/M4flesh.wav,0.722767978649223,None,None,None,None,r,M,0,6,6,3,,,,,183.85322829999495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.8355283999117,183.85322829999495,184.35015099996235,0.5150252000894397,185.0828327999916,185.06621339998674,,185.5660482000094,190.91569019993767,r,5.841715199989267,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
30,ModifiedT,resources/new_sounds_2/F3footer.wav,0.597777777777778,None,None,None,None,r,F,0,7,7,6,,,,,190.93434649996925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.9165151999332,190.93434649996925,191.43068240000866,0.514543299912475,192.0304489999544,192.0138361999998,1.1143074999563396,192.51466220000293,194.864321299945,e,2.8396595999365672,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
29,NotModifiedT,resources/new_sounds_2/M4getting.wav,0.612123590008089,None,None,None,None,e,M,0,8,8,5,,,,,194.88286779995542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.86510529997759,194.88286779995542,195.3792369000148,0.5144964999053627,195.99584370001685,195.97913719993085,1.1311026000184938,196.47915769997053,197.03023509995546,e,1.0432851000223309,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
28,ModifiedSH,resources/new_sounds_2/F3flushing.wav,0.687845804988662,None,None,None,None,r,F,0,9,9,4,,,,,197.04765979992226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.03103169996757,197.04765979992226,197.5451911999844,0.5145288000348955,198.26056929992046,198.22832479991484,,198.7281401999062,199.22947119991295,e,0.9901274999137968,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
54,NotModifiedSH,resources/new_sounds_not_modified/F5thrasher.wav,0.585496600933162,None,None,None,None,e,F,0,10,10,30,,,,,199.25831669999752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.2302510999143,199.25831669999752,199.7444880999392,0.5146033000200987,200.34438949998002,200.32773269992322,1.114508100086823,200.8275839999551,201.4954202999361,e,1.159441800089553,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
34,ModifiedSH,resources/new_sounds_2/M7mosh.wav,0.486031746031746,None,None,None,None,r,M,0,11,11,10,,,,,201.51260959997308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.49621139990631,201.51260959997308,202.01055180002004,0.5147280000383034,202.51024410000537,202.4936365999747,1.0144122000783682,202.99343019991647,203.761456899927,e,1.2606735000154004,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
50,NotModifiedSH,resources/new_sounds_not_modified/M3dish.wav,0.409302075267592,None,None,None,None,e,M,0,12,12,26,,,,,203.78030340000987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.76223469991237,203.78030340000987,204.27636309992522,0.5145028999540955,204.69290379993618,204.6766204999294,0.9310408999444917,205.17616739997175,205.8773126999149,e,1.1837131000356749,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
32,ModifiedT,resources/new_sounds_2/M2city.wav,0.658866213151928,None,None,None,None,r,M,0,13,13,8,,,,,205.8945992999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.87809010001365,205.8945992999943,206.3922272999771,0.5145112000172958,207.05879929999355,207.04208369995467,1.1810918999835849,207.54185599996708,208.74442709994037,r,1.6900466000661254,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
39,ModifiedSH,resources/new_sounds_2/M7fresher.wav,0.497256235827664,None,None,None,None,r,M,0,14,14,15,,,,,208.7618309999816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.74553509999532,208.7618309999816,209.25803149992134,0.5128994999686256,209.75775859993882,209.75775859993882,1.0130545999854803,210.25765409995802,211.42560800001957,e,1.6575314999790862,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
53,NotModifiedSH,resources/new_sounds_not_modified/M6fresher.wav,0.558439616650624,None,None,None,None,e,M,0,15,15,29,,,,,211.4439697000198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.4264127999777,211.4439697000198,211.94057839992456,0.5145535999909043,212.5068321999861,212.49043659993913,1.0808031000196934,212.9900679999264,213.3247168000089,e,0.8191494999919087,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
42,NotModifiedT,resources/new_sounds_not_modified/F4feat.wav,0.478604920503187,None,None,None,None,e,F,0,16,16,18,,,,,213.34347119997256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.3255014999304,213.34347119997256,213.83972019993234,0.5145987999858335,214.32304519996978,214.306353699998,0.9979340999852866,214.80619989999104,215.34085109992884,e,1.0285887999925762,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
43,NotModifiedT,resources/new_sounds_not_modified/F2feat.wav,0.644364234737267,None,None,None,None,e,F,0,17,17,19,,,,,215.35939549992327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.34162580000702,215.35939549992327,215.85580229992047,0.5145404000068083,216.50565329997335,216.48886979999952,1.1643875000299886,216.9886519999709,217.55685369996354,e,1.0579024999169633,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
46,NotModifiedT,resources/new_sounds_not_modified/M6pet.wav,0.506976177381986,None,None,None,None,e,M,0,18,18,22,,,,,217.5739928999683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.5576379999984,217.5739928999683,218.07170949992724,0.5144449999788776,218.58817769994494,218.57160029991064,1.0309104999760166,219.07137199991848,219.38969549990725,e,0.812177500105463,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
49,NotModifiedT,resources/new_sounds_not_modified/M2lot.wav,0.466575772426751,None,None,None,None,e,M,0,19,19,25,,,,,219.40822889993433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.39047139999457,219.40822889993433,219.90446569991764,0.5143608000362292,220.3710155999288,220.3710155999288,0.9813805000158027,220.87085489998572,221.1387448000023,e,0.754100100020878,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
40,ModifiedSH,resources/new_sounds_2/F5fresher.wav,0.567437641723356,None,None,None,None,r,F,0,20,20,16,,,,,221.15733209997416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.1395447999239,221.15733209997416,221.65383369999472,0.5146621000021696,222.2370831000153,222.2370831000153,,222.7202348000137,222.73836309998296,e,0.49548329995013773,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
24,NotModifiedT,resources/new_sounds_not_modified/F1party.wav,0.63399526438517,None,None,None,None,e,F,0,21,21,0,,,,,222.75597800000105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.73913849995006,222.75597800000105,223.25327979994472,0.5145073999883607,223.88645089999773,223.88645089999773,1.148108199937269,224.3861492999131,224.6044037999818,e,0.7009436999214813,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
44,ModifiedSH,resources/new_sounds_2/F2thrasher.wav,0.510249433106576,None,None,None,None,r,F,0,22,22,20,,,,,224.62307949992828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.6051773999352,224.62307949992828,225.1192582999356,0.5144458999857306,225.63580159994308,225.61915179993957,1.0309847999596968,226.11899689992424,226.37037099990994,e,0.7418256000382826,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
36,NotModifiedT,resources/new_sounds_not_modified/F4lot.wav,0.386965569882676,None,None,None,None,e,F,0,23,23,12,,,,,226.39943089999724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.3711663999129,226.39943089999724,226.88539800001308,0.5146162000019103,227.28524019999895,227.26852769998368,0.9144559000851586,227.76841059990693,227.9033245999599,e,0.6290047999937087,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
31,NotModifiedT,resources/new_sounds_not_modified/F3footer.wav,0.573733808005514,None,None,None,None,e,F,0,24,24,7,,,,,227.92191809997894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.90410069993231,227.92191809997894,228.4182152999565,0.5144780999980867,229.00144889997318,228.9846895999508,1.0977088999934494,229.48458719998598,229.50362279999536,e,0.5053870000410825,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
38,ModifiedT,resources/new_sounds_2/M7butter.wav,0.44172335600907,None,None,None,None,r,M,0,25,25,14,,,,,229.5214884999441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.50493549997918,229.5214884999441,230.01764289999846,0.5133160999976099,230.4675433000084,230.45085839997046,0.9632106000790372,230.95070940000005,231.08552209998015,e,0.6254438000032678,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
52,NotModifiedSH,resources/new_sounds_not_modified/M4swoosh.wav,0.736227123531279,None,None,None,None,e,M,0,26,26,28,,,,,231.10161739995237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.08631249994505,231.10161739995237,231.60044770000968,0.5145217999815941,232.35863339994103,232.3335931999609,,232.83356980001554,234.30125369993038,r,1.95901520003099,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
41,ModifiedT,resources/new_sounds_2/F4utter.wav,0.53952380952381,None,None,None,None,r,F,0,27,27,17,,,,,234.3195137999719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.30201579991262,234.3195137999719,234.8160724999616,0.5144156999886036,235.36597059993073,235.34918019990437,1.0643119999440387,235.84917830000632,237.083560799947,e,1.7317562000826001,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
33,ModifiedT,resources/new_sounds_2/M7fatter.wav,0.644739229024943,None,None,None,None,r,M,0,28,28,9,,,,,237.10093179997057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.08435179991648,237.10093179997057,237.59849249990657,0.5145094000035897,238.24849769996945,238.23158599995077,1.164511700044386,238.73146669997368,239.14959879999515,e,0.9147124000592157,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
26,ModifiedSH,resources/new_sounds_2/F2fleshing.wav,0.620294784580499,None,None,None,None,r,F,0,29,29,2,,,,,239.1681073999498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.15037259995006,239.1681073999498,239.66453710000496,0.5145245000021532,240.29758709995076,240.28091490000952,1.1475746999494731,240.7808615999529,241.58207219990436,e,1.298533400055021,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
45,NotModifiedSH,resources/new_sounds_not_modified/F3mosh.wav,0.628649263052651,None,None,None,None,e,F,0,30,30,21,,,,,241.5983154999558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.58292169997003,241.5983154999558,242.09708330000285,0.514515700051561,242.73011050000787,242.71351279993542,1.147543799947016,243.21329159999732,243.71469139994588,e,0.9976230000611395,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.71526859991718,243.73100629996043,243.73100629996043,254.46071789995767,space,10.718039999948815,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.46076449996326,254.4770849000197,254.4770849000197,275.9701656999532,space,21.476865200093016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali,001,2024-02-04_21h45.24.361,M2_experiment1,2023.2.3,60.03608169425545,2024-02-04 21h45.38.806025 +0100,
