ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,text_recording1_3.stopped,key_resp_question3.started,sound1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,key_resp_question1.started,text_recording3.stopped,sound3.stopped,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
45,NotModifiedSH,resources/new_sounds_not_modified/F3mosh.wav,0.628649263052651,None,None,None,None,e,F,0,4,4,21,,,,,126.87412280001445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.85930770001141,126.87412280001445,127.37384580000071,0.5149235000135377,128.00663149997126,127.9899916999857,1.1477051000110805,128.48984130000463,134.10628770000767,r,6.113103799987584,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
37,ModifiedT,resources/new_sounds_2/F4lot.wav,0.449274376417234,None,None,None,None,r,F,0,5,5,13,,,,,134.1217217000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.10709539998788,134.1217217000085,134.62114750000183,0.5144438999705017,135.0709712000098,135.0709712000098,0.9646898999926634,135.5707865000004,136.17211599997245,e,1.0849215000052936,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
41,ModifiedT,resources/new_sounds_2/F4utter.wav,0.53952380952381,None,None,None,None,r,F,0,6,6,17,,,,,136.18741780001437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.17293080000672,136.18741780001437,136.68896040000254,0.5165113999973983,137.26165699999547,137.22422159998678,,137.7204550000024,138.1235319999978,r,0.8900775999645703,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
39,ModifiedSH,resources/new_sounds_2/M7fresher.wav,0.497256235827664,None,None,None,None,r,M,0,7,7,15,,,,,138.14077130000805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.1246432000189,138.14077130000805,138.63658950000536,0.512441500031855,139.13668310001958,139.13668310001958,1.0130477999919094,139.637411099975,141.97109269996872,e,2.832089099974837,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
43,NotModifiedT,resources/new_sounds_not_modified/F2feat.wav,0.644364234737267,None,None,None,None,e,F,0,8,8,19,,,,,141.98807409999426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.97213740000734,141.98807409999426,142.48527599999215,0.5136281999875791,143.1351821999997,143.11851589998696,1.1635313999722712,143.61912490002578,144.55370679998305,e,1.4299431999679655,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
26,ModifiedSH,resources/new_sounds_2/F2fleshing.wav,0.620294784580499,None,None,None,None,r,F,0,9,9,2,,,,,144.570599699975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.55474729998969,144.570599699975,145.06807719997596,0.5138166999677196,145.7007556000026,145.68415290000848,1.1464775999775156,146.18387820001226,146.86853239999618,e,1.1741762000019662,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
32,ModifiedT,resources/new_sounds_2/M2city.wav,0.658866213151928,None,None,None,None,r,M,0,10,10,8,,,,,146.88402370002586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.86932409997098,146.88402370002586,147.38354539999273,0.514610200014431,148.04988070001127,148.03328299999703,1.1809408999979496,148.53320629999507,149.90087800001493,r,1.8581004000152461,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
47,ModifiedT,resources/new_sounds_2/M6root.wav,0.557210884353742,None,None,None,None,r,M,0,11,11,23,,,,,149.91643769998336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.90167019999353,149.91643769998336,150.4158674000064,0.514578000002075,150.9822972000111,150.9656074999948,1.0810036000330001,151.46832430001814,151.87339209998026,e,0.8975352999987081,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
25,ModifiedSH,resources/new_sounds_2/F1swoosh.wav,0.770486715748874,None,None,None,None,r,F,0,12,12,1,,,,,151.89054489997216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.87549710000167,151.89054489997216,152.38686690002214,0.5122912999941036,153.1661284000147,153.1661284000147,,153.65097179997247,153.96667850000085,r,0.7919830000028014,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
38,ModifiedT,resources/new_sounds_2/M7butter.wav,0.44172335600907,None,None,None,None,r,M,0,13,13,14,,,,,153.9854432999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.96825309999986,153.9854432999855,154.48605170001974,0.5185829999973066,154.93196489999536,154.93196489999536,0.9652232000371441,155.4169235000154,157.66017350001493,r,2.7094646000186913,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
33,ModifiedT,resources/new_sounds_2/M7fatter.wav,0.644739229024943,None,None,None,None,r,M,0,14,14,9,,,,,157.67522849998204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.66177730000345,157.67522849998204,158.16376949998084,0.5027503999881446,158.81421179999597,158.81421179999597,1.1539144000271335,159.3153514000005,160.93268710002303,e,2.1117680000024848,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
29,NotModifiedT,resources/new_sounds_2/M4getting.wav,0.612123590008089,None,None,None,None,e,M,0,15,15,5,,,,,160.9479968000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.93425809999462,160.9479968000087,161.44378229998983,0.5102753000101075,162.06061370001407,162.06061370001407,1.127797500055749,162.56134810001822,163.1202485000249,e,1.0422323000384495,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
35,NotModifiedSH,resources/new_sounds_not_modified/M7mosh.wav,0.618134342110551,None,None,None,None,e,M,0,16,16,11,,,,,163.13589269999648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.12257820001105,163.13589269999648,163.62850749999052,0.5068773000384681,164.24581360002048,164.24581360002048,1.1248403000063263,164.7472310999874,167.06165310001234,r,2.802829699998256,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
27,ModifiedSH,resources/new_sounds_2/M4flesh.wav,0.722767978649223,None,None,None,None,r,M,0,17,17,3,,,,,167.0772474000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0624343000236,167.0772474000114,167.57693669997388,0.5148910999996588,168.30974280001828,168.29302889999235,,168.79292019997956,170.21059739997145,r,1.904311600024812,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
54,NotModifiedSH,resources/new_sounds_not_modified/F5thrasher.wav,0.585496600933162,None,None,None,None,e,F,0,18,18,30,,,,,170.2262269000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.21138539997628,170.2262269000057,170.7256246000179,0.514611300022807,171.3253793999902,171.30871930002468,1.11435899999924,171.80854990001535,174.7257020000252,r,3.4077346000121906,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
53,NotModifiedSH,resources/new_sounds_not_modified/M6fresher.wav,0.558439616650624,None,None,None,None,e,M,0,19,19,29,,,,,174.74121800001012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.72651080001378,174.74121800001012,175.24255139997695,0.5164860999793746,175.80986759997904,175.79336080001667,1.0838025999837555,176.29236919997493,176.7581469999859,e,0.9403216000064276,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
31,NotModifiedT,resources/new_sounds_not_modified/F3footer.wav,0.573733808005514,None,None,None,None,e,F,0,20,20,7,,,,,176.77704100002302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.7596977999783,176.77704100002302,177.27469499997096,0.5157541999942623,177.88028390001273,177.85501140000997,1.0968629000126384,178.34170310001355,180.12487130000954,r,2.254233999992721,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
40,ModifiedSH,resources/new_sounds_2/F5fresher.wav,0.567437641723356,None,None,None,None,r,F,0,21,21,16,,,,,180.14086779998615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.12631159997545,180.14086779998615,180.6389288000064,0.5133279000292532,181.21253889997024,181.21253889997024,,181.70744049997302,182.62804590002634,e,1.4014404999907129,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
46,NotModifiedT,resources/new_sounds_not_modified/M6pet.wav,0.506976177381986,None,None,None,None,e,M,0,22,22,22,,,,,182.64473290002206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.63001939997775,182.64473290002206,183.13979260000633,0.5108536999905482,183.67829150002217,183.65297990001272,1.024671999970451,184.14021739998134,185.95506269996986,e,2.299162700015586,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
49,NotModifiedT,resources/new_sounds_not_modified/M2lot.wav,0.466575772426751,None,None,None,None,e,M,0,23,23,25,,,,,185.97045979998074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.95603070000652,185.97045979998074,186.4705522999866,0.5149887999868952,186.93708609999157,186.93708609999157,0.981988099985756,187.4370233999798,188.00693269999465,e,1.053299999970477,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
28,ModifiedSH,resources/new_sounds_2/F3flushing.wav,0.687845804988662,None,None,None,None,r,F,0,24,24,4,,,,,188.02348570001777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0078947999864,188.02348570001777,188.51988370000618,0.5124448999995366,189.23737400001846,189.2029464999796,,189.7028933999827,191.48758209997322,e,2.2762554999790154,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
24,NotModifiedT,resources/new_sounds_not_modified/F1party.wav,0.63399526438517,None,None,None,None,e,F,0,25,25,0,,,,,191.5043760999688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.48856289999094,191.5043760999688,192.00208669999847,0.5139823000063188,192.63548370002536,192.63548370002536,1.1480044000199996,193.13690089999,195.38627509999787,r,2.742755400016904,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
48,ModifiedT,resources/new_sounds_2/M3lottery.wav,0.649773242630385,None,None,None,None,r,M,0,26,26,24,,,,,195.40313250001054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.38724790001288,195.40313250001054,195.90078939998057,0.5140134999528527,196.55046230001608,196.55046230001608,1.164199799997732,197.05047550000018,197.21897599997465,e,0.6562872999929823,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
51,NotModifiedSH,resources/new_sounds_not_modified/M4mosh.wav,0.573267020202984,None,None,None,None,e,M,0,27,27,27,,,,,197.2357160000247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.2199646999943,197.2357160000247,197.73354520002613,0.5140457999659702,198.3166853999719,198.2999497000128,1.0971783999702893,198.7998030000017,200.3845849999925,e,2.0711415000259876,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
52,NotModifiedSH,resources/new_sounds_not_modified/M4swoosh.wav,0.736227123531279,None,None,None,None,e,M,0,28,28,28,,,,,200.40159999998286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.3855487999972,200.40159999998286,200.899075000023,0.513987599988468,201.66543390002334,201.6321516999742,,202.13209079997614,204.8665609000018,r,3.2204517999780364,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
50,NotModifiedSH,resources/new_sounds_not_modified/M3dish.wav,0.409302075267592,None,None,None,None,e,M,0,29,29,26,,,,,204.8829555999837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.86752470000647,204.8829555999837,205.38084840000374,0.5137895999941975,205.79731960000936,205.7807478000177,0.9302593999891542,206.28074459999334,206.66742770001292,e,0.8846085999975912,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
44,ModifiedSH,resources/new_sounds_2/F2thrasher.wav,0.510249433106576,None,None,None,None,r,F,0,30,30,20,,,,,206.68372089997865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.6683920000214,206.68372089997865,207.18031139997765,0.512377499951981,207.69739049999043,207.6811193000176,1.0294518999871798,208.180018700019,208.66518499999074,e,0.9687900000135414,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.66588009998668,208.68286509998143,208.68286509998143,218.96145850000903,space,10.261860499973409,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.96151100000134,218.9781299000024,218.9781299000024,230.20669650001219,space,11.225632699963171,None,,,,,,,,,,,,,,,,,,,,,,,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
13,ModifiedT,resources/new_sounds_not_modified/F1fish.wav,0.519196656146427,resources/new_sounds_not_modified/F4fit.wav,0.297524783699501,resources/new_sounds_2/F2fit.wav,0.443741496598639,2,F,,,,,0,0,0,12,230.25306560000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.23688819998642,230.25306560000172,230.70753219997277,0.50093039998319,231.2386325999978,1.0319925000076182,231.7383977000136,231.73833849999937,232.04594749998068,232.04594749998068,232.53813220001757,232.5380629999854,232.97122020000825,233.00269330001902,233.00269330001902,233.4711818000069,243.2363081999938,t,10.25890930002788,None,None,0,,,,William,001,2024-02-04_15h11.01.669,M2_experiment1,2023.2.3,60.046103378743034,2024-02-04 15h11.14.304543 +0100,
