ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,key_resp_question3.started,text_recording1_3.stopped,sound1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,key_resp_question1.started,text_recording3.stopped,sound3.stopped,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,NotModifiedSH,resources/new_sounds_not_modified/M3dish.wav,0.409302075267592,None,None,None,None,e,M,0,4,4,26,,,,,75.477416299982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46276010002475,75.477416299982,75.97683549998328,0.5144657999044284,76.37681380007416,76.39327780005988,0.9309107000008225,76.87677840003744,78.07782180001959,e,1.6980548999272287,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
46,NotModifiedT,resources/new_sounds_not_modified/M6pet.wav,0.506976177381986,None,None,None,None,e,M,0,5,5,22,,,,,78.09357600007206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0785981999943,78.09357600007206,78.59266429999843,0.514435000019148,79.09254009998403,79.10918799997307,1.0309509000508115,79.59236730006523,79.71047100005671,e,0.6017207000404596,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
43,NotModifiedT,resources/new_sounds_not_modified/F2feat.wav,0.644364234737267,None,None,None,None,e,F,0,6,6,19,,,,,79.72625220008194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.71126160002314,79.72625220008194,80.22551919997204,0.5146417999640107,80.85865279997233,80.87533309997525,1.1644711999688298,81.35954800003674,81.36120769998524,e,0.4986064999829978,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
45,NotModifiedSH,resources/new_sounds_not_modified/F3mosh.wav,0.628649263052651,None,None,None,None,e,F,0,7,7,21,,,,,81.37734910007566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.362135100062,81.37734910007566,81.87491310003679,0.5132373999804258,82.49139910005033,82.50802469998598,1.146304199937731,82.99124620005023,83.19254509999882,e,0.691985199926421,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
54,NotModifiedSH,resources/new_sounds_not_modified/F5thrasher.wav,0.585496600933162,None,None,None,None,e,F,0,8,8,30,,,,,83.20838129997719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.19333590008318,83.20838129997719,83.70776889997069,0.5148099999642,84.29085170000326,84.30738730006851,1.1144224000163376,,84.74207350006327,r,0.4422243000008166,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
28,ModifiedSH,resources/new_sounds_2/F3flushing.wav,0.687845804988662,None,None,None,None,r,F,0,9,9,4,,,,,84.75805060006678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.74297420005314,84.75805060006678,85.25707789999433,0.5145252998918295,85.94014970003627,85.97072790004313,,86.44033890007995,87.37452770001255,r,1.4258434999501333,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
53,NotModifiedSH,resources/new_sounds_not_modified/M6fresher.wav,0.558439616650624,None,None,None,None,e,M,0,10,10,29,,,,,87.3905139999697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.37533750000875,87.3905139999697,87.88953579997178,0.5146020000101998,88.4394345000619,88.4563821000047,1.081452100072056,88.93946560006589,88.95747650007252,e,0.5081840999191627,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
48,ModifiedT,resources/new_sounds_2/M3lottery.wav,0.649773242630385,None,None,None,None,r,M,0,11,11,24,,,,,88.97406470007263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.95825560006779,88.97406470007263,89.4726182000013,0.5147553998976946,90.1221781000495,90.1221781000495,1.1647370998980477,90.62482110003475,90.87343190005049,e,0.7440844000084326,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
31,NotModifiedT,resources/new_sounds_not_modified/F3footer.wav,0.573733808005514,None,None,None,None,e,F,0,12,12,7,,,,,90.88930470007472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.87437069998123,90.88930470007472,91.38854090007953,0.5145450999261811,91.95472590008285,91.97158140002284,1.0975824999623,92.45471399999224,92.62284249998629,r,0.6594823999330401,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
38,ModifiedT,resources/new_sounds_2/M7butter.wav,0.44172335600907,None,None,None,None,r,M,0,13,13,14,,,,,92.63872809999157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.62364750006236,92.63872809999157,93.13791839999612,0.5146392999449745,93.57110890001059,93.58764140005223,0.9643956000218168,94.07108929997776,94.18905939999968,r,0.6132089000893757,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
40,ModifiedSH,resources/new_sounds_2/F5fresher.wav,0.567437641723356,None,None,None,None,r,F,0,14,14,16,,,,,94.20548430003691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.19001740007661,94.20548430003691,94.70404149999376,0.5143911000341177,95.27747139998246,95.30069329997059,,,95.7217436999781,e,0.4423460001125932,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
39,ModifiedSH,resources/new_sounds_2/M7fresher.wav,0.497256235827664,None,None,None,None,r,M,0,15,15,15,,,,,95.73754590004683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.72253020002972,95.73754590004683,96.23683229996823,0.5146729000844061,96.71979640005156,96.73660000006203,1.0144396000541747,97.2195866999682,97.22105300007388,e,0.4885443999664858,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
34,ModifiedSH,resources/new_sounds_2/M7mosh.wav,0.486031746031746,None,None,None,None,r,M,0,16,16,10,,,,,97.23682900005952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2218643000815,97.23682900005952,97.73637559998315,0.5148843999486417,98.21928429999389,98.24834729998838,1.0268557999515906,98.7192341000773,98.82090900000185,r,0.5854567000642419,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
29,NotModifiedT,resources/new_sounds_2/M4getting.wav,0.612123590008089,None,None,None,None,e,M,0,17,17,5,,,,,98.83656329999212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8216910000192,98.83656329999212,99.33558229997288,0.5142616000957787,99.93569469999056,99.95205459999852,1.1307530000340194,100.43546200008132,100.58688349998556,e,0.643333200016059,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
30,ModifiedT,resources/new_sounds_2/F3footer.wav,0.597777777777778,None,None,None,None,r,F,0,18,18,6,,,,,100.60268989996985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5877768000355,100.60268989996985,101.10177910001948,0.5144517000298947,101.68490170000587,101.70153229997959,1.1142926999600604,102.1846534999786,103.03671830007806,r,1.3459406000329182,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
32,ModifiedT,resources/new_sounds_2/M2city.wav,0.658866213151928,None,None,None,None,r,M,0,19,19,8,,,,,103.05238320003264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0375223000301,103.05238320003264,103.55088330002036,0.5138204999966547,104.20070070005022,104.21741220005788,1.1802750999340788,,104.66885040001944,r,0.46046800003387034,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
41,ModifiedT,resources/new_sounds_2/F4utter.wav,0.53952380952381,None,None,None,None,r,F,0,20,20,17,,,,,104.68460250005592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.66966170002706,104.68460250005592,105.1836975000333,0.5144219000358135,105.71692110004369,105.75288030004594,,106.21686020004563,106.3183823999716,r,0.5885760999517515,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
37,ModifiedT,resources/new_sounds_2/F4lot.wav,0.449274376417234,None,None,None,None,r,F,0,21,21,13,,,,,106.33468139998149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3194489000598,106.33468139998149,106.83313559996895,0.5140972000081092,107.28310810006224,107.28310810006224,0.9646503000985831,107.78326920000836,107.82019690005109,e,0.531619899906218,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
47,ModifiedT,resources/new_sounds_2/M6root.wav,0.557210884353742,None,None,None,None,r,M,0,22,22,23,,,,,107.83776789996773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.82180929998867,107.83776789996773,108.33288210001774,0.5117912000278011,108.88255450001452,108.8993759000441,1.0782892999704927,,109.25112500006799,e,0.3667187000392005,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
42,NotModifiedT,resources/new_sounds_not_modified/F4feat.wav,0.478604920503187,None,None,None,None,e,F,0,23,23,18,,,,,109.26684100006241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.25184090004768,109.26684100006241,109.765598100028,0.514115700032562,110.23216949997004,110.24893970007543,0.9974543999414891,,110.65038270002697,e,0.41670929989777505,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
26,ModifiedSH,resources/new_sounds_2/F2fleshing.wav,0.620294784580499,None,None,None,None,r,F,0,24,24,2,,,,,110.66651540005114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.65113870007917,110.66651540005114,111.16497330006678,0.5142099999357015,111.781608600053,111.79816650005523,1.1473782999673858,112.28139889996964,112.51638960000128,r,0.7210399999748915,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
24,NotModifiedT,resources/new_sounds_not_modified/F1party.wav,0.63399526438517,None,None,None,None,e,F,0,25,25,0,,,,,112.53260929998942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.51722330006305,112.53260929998942,113.03108200000133,0.5142426999518648,113.66426740004681,113.66426740004681,1.1478439000202343,,113.83243429998402,e,0.1516585999634117,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
44,ModifiedSH,resources/new_sounds_2/F2thrasher.wav,0.510249433106576,None,None,None,None,r,F,0,26,26,20,,,,,113.84829970006831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.83323620003648,113.84829970006831,114.34739960008301,0.5145310999359936,114.84736230003182,114.86374649999198,1.0309230999555439,,115.2651549000293,e,0.4011969000566751,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
35,NotModifiedSH,resources/new_sounds_not_modified/M7mosh.wav,0.618134342110551,None,None,None,None,e,M,0,27,27,11,,,,,115.28099720005412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.26595500006806,115.28099720005412,115.78017719998024,0.5145998999942094,116.39678700000513,116.41319019999355,1.1476206999504939,,116.78125900006853,r,0.3756818000692874,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
49,NotModifiedT,resources/new_sounds_not_modified/M2lot.wav,0.466575772426751,None,None,None,None,e,M,0,28,28,25,,,,,116.79714829998557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.7820544000715,116.79714829998557,117.2966362000443,0.5149587000487372,117.76274739997461,117.76274739997461,0.981472700019367,118.2629353000084,118.56527620006818,e,0.7855249000713229,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
36,NotModifiedT,resources/new_sounds_not_modified/F4lot.wav,0.386965569882676,None,None,None,None,e,F,0,29,29,12,,,,,118.58055620000232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.56611040001735,118.58055620000232,119.0791211000178,0.5134034999646246,119.46243850002065,119.47892290004529,0.9132033999776468,119.962295299978,120.86350800003856,e,1.3975291999522597,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
25,ModifiedSH,resources/new_sounds_2/F1swoosh.wav,0.770486715748874,None,None,None,None,r,F,0,30,30,1,,,,,120.87931039999239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.86433900007978,120.87931039999239,121.3784323000582,0.5144594999728724,122.14488669997081,122.16135670000222,,122.64473429997452,123.02926159999333,e,0.8723400000017136,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.02986630005762,123.04615349997766,123.04615349997766,129.74318250000942,space,6.6919143999693915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.74322669999674,129.7597063999856,129.7597063999856,134.44164930004627,space,4.680502400035039,None,,,,,,,,,,,,,,,,,,,,,,,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
7,ModifiedSH,resources/new_sounds_2/M1bosh.wav,0.4574829931972789,resources/new_sounds_not_modified/M2bot.wav,0.415863975908209,resources/new_sounds_not_modified/M4bosh.wav,0.4533657452807347,3,M,,,,,0,0,0,6,134.4868844000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.4710338000441,134.4868844000157,134.95694260008167,0.5153462999733165,135.42351260001305,0.981917200027965,135.90671070001554,135.90662275999784,136.33326870005112,136.33326870005112,136.82292369997595,136.82292016001884,137.272804700071,137.29011880001053,137.29011880001053,137.77284910005983,138.39115350006614,e,1.110433099907823,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
